ticket_id,order_id,resolution_cost,created_at
11238,6651,14.19,2023-10-16
11239,55759,0.89,2023-04-10
11240,57291,3.79,2024-02-15
11241,44990,15.09,2023-09-08
11242,16183,26.19,2024-10-30
11243,47757,13.04,2024-09-21
11244,39714,2.99,2023-10-27
11245,14767,12.95,2024-03-01
11246,12032,19.08,2024-09-16
11247,50183,5.42,2023-12-14
11248,20873,16.11,2023-03-31
11249,32114,25.41,2024-03-29
11250,561,5.56,2023-01-30
11251,51224,82.87,2023-04-25
11252,13904,9.78,2024-11-16
11253,27800,8.42,2024-03-10
11254,36934,14.38,2023-10-18
11255,52684,14.04,2024-08-07
11256,4342,15.25,2023-09-04
11257,27122,9.25,2024-06-13
11258,43161,7.7,2024-10-04
11259,49039,2.99,2024-03-20
11260,54372,21.06,2023-02-17
11261,2568,14.86,2023-07-21
11262,11919,8.3,2024-12-04
11263,53888,6.25,2023-07-29
11264,25160,5.28,2024-08-04
11265,21939,0.89,2024-12-29
11266,25215,2.24,2024-07-17
11267,7343,7.02,2023-11-30
11268,27381,14.99,2023-06-14
11269,17065,15.43,2024-10-29
11270,23413,9.24,2023-12-01
11271,48828,8.89,2024-12-15
11272,35809,3.34,2024-08-28
11273,21619,4.66,2023-05-31
11274,22842,5.97,2023-02-09
11275,35951,5.57,2024-12-02
11276,8102,7.76,2023-05-03
11277,18531,1.72,2023-10-10
11278,13698,5.15,2024-04-07
11279,57995,9.76,2024-12-07
11280,28375,34.4,2023-05-21
11281,1967,4.62,2023-03-21
11282,57160,44.81,2024-03-01
11283,24141,21.88,2024-08-22
11284,41552,11.08,2023-04-17
11285,17389,2.71,2024-07-11
11286,1392,20.65,2023-10-07
11287,49684,13.27,2023-01-24
11288,33799,8.22,2024-12-29
11289,21206,4.59,2023-05-02
11290,41913,13.23,2024-09-23
11291,29966,10.7,2023-05-25
11292,36456,15.58,2023-12-23
11293,26631,6.08,2023-12-14
11294,28049,5.28,2023-06-15
11295,32733,0.78,2024-09-18
11296,59940,6.81,2023-10-26
11297,45206,5.96,2023-09-05
11298,43815,6.1,2023-03-18
11299,18128,9.91,2024-02-02
11300,41373,3.34,2024-12-02
11301,32346,31.94,2023-06-17
11302,40954,4.48,2024-03-04
11303,51843,12.67,2024-11-01
11304,35383,21.13,2024-11-25
11305,22380,10.6,2023-03-29
11306,55415,0.8,2024-06-25
11307,5260,11.1,2024-11-25
11308,49063,34.48,2024-09-13
11309,14041,49.04,2024-01-15
11310,45828,5.71,2024-02-23
11311,27109,3.76,2024-05-27
11312,25795,2.59,2024-07-07
11313,55353,3.73,2024-06-14
11314,46498,4.34,2023-02-23
11315,29566,55.21,2024-07-24
11316,3202,3.99,2023-09-30
11317,24350,10.66,2023-04-04
11318,44737,1.68,2024-05-27
11319,13746,7.28,2024-03-30
11320,46480,14.25,2024-12-27
11321,29909,2.08,2024-08-15
11322,44445,3.13,2023-09-01
11323,20931,3.13,2024-03-19
11324,52579,11.85,2023-09-17
11325,52421,6.69,2024-09-17
11326,677,4.52,2023-05-22
11327,45753,10.01,2024-10-11
11328,54924,24.39,2023-12-17
11329,8421,15.02,2023-09-22
11330,8171,14.65,2023-02-16
11331,51216,11.68,2023-04-28
11332,27821,3.8,2024-08-02
11333,37502,12.07,2024-11-24
11334,24242,8.63,2024-09-18
11335,25519,13.63,2024-04-29
11336,11709,29.16,2024-04-25
11337,5357,2.41,2023-05-26
11338,14838,2.22,2024-12-31
11339,19122,3.44,2023-04-05
11340,48806,10.76,2023-03-21
11341,35329,23.11,2023-06-07
11342,50964,5.23,2023-06-07
11343,37096,11.22,2024-06-24
11344,31448,9.21,2023-11-01
11345,18762,17.81,2024-10-04
11346,33563,7.38,2023-10-28
11347,43471,2.44,2023-12-02
11348,42593,29.62,2024-10-01
11349,49531,10.43,2024-04-09
11350,59121,18.76,2024-05-25
11351,23082,6.34,2024-10-02
11352,21083,6.91,2023-10-03
11353,6819,7.89,2024-12-30
11354,30959,9.71,2023-09-24
11355,16294,12.64,2024-02-20
11356,34269,3.12,2024-11-09
11357,18550,22.83,2023-04-27
11358,10335,18.22,2023-04-10
11359,59529,23.45,2024-06-10
11360,57776,4.49,2024-12-14
11361,26939,37.27,2024-11-02
11362,2934,3.47,2024-12-26
11363,42440,4.58,2023-09-09
11364,49542,6.89,2024-12-21
11365,15195,14.91,2024-11-28
11366,53859,18.8,2023-12-18
11367,2733,3.02,2024-07-08
11368,6858,18.72,2023-06-06
11369,36140,22.92,2023-10-20
11370,45045,16.81,2024-07-15
11371,19796,3.82,2024-05-25
11372,59625,12.72,2024-07-28
11373,20835,9.41,2023-07-03
11374,51772,16.8,2023-08-14
11375,26962,5.79,2023-08-16
11376,34985,7.36,2024-06-21
11377,44837,2.9,2023-06-02
11378,18231,33.05,2023-06-10
11379,6569,3.53,2023-11-25
11380,18362,19.44,2024-04-13
11381,7275,10.97,2024-02-12
11382,17395,16.42,2023-12-21
11383,52743,4.91,2023-10-13
11384,42372,7.47,2023-04-30
11385,36981,2.51,2023-11-13
11386,17656,3.29,2023-06-06
11387,55290,1.64,2024-03-22
11388,34377,7.56,2024-05-01
11389,965,13.18,2023-05-31
11390,30676,14.33,2024-07-14
11391,2075,5.33,2023-07-23
11392,56248,20.15,2023-07-24
11393,33803,4.25,2023-03-24
11394,25653,7.11,2023-11-18
11395,28219,6.32,2023-04-17
11396,59893,17.97,2023-10-18
11397,16495,8.65,2024-12-20
11398,3603,31.84,2024-12-15
11399,40617,10.14,2023-05-26
11400,38144,4.68,2023-12-24
11401,34837,13.85,2023-06-09
11402,48158,26.54,2023-06-03
11403,44172,25.34,2023-01-06
11404,22373,0.76,2024-07-09
11405,20361,2.96,2023-10-08
11406,30721,7.71,2023-10-24
11407,57562,7.43,2024-03-12
11408,39450,5.25,2024-10-25
11409,51595,11.61,2023-08-18
11410,26260,6.42,2024-10-01
11411,29962,18.46,2023-02-01
11412,44115,13.77,2024-01-27
11413,18741,9.49,2024-02-11
11414,44671,8.8,2024-12-27
11415,4353,12.67,2024-03-07
11416,56218,13.25,2024-08-19
11417,14096,127.81,2023-05-18
11418,30818,30.54,2023-11-06
11419,24197,2.54,2023-02-03
11420,48501,50.8,2024-12-10
11421,5935,12.4,2023-02-01
11422,20693,4.88,2023-12-29
11423,47064,3.12,2023-10-19
11424,1293,9.9,2024-12-24
11425,7976,3.7,2024-12-06
11426,11733,3.55,2024-09-06
11427,10664,30.34,2024-08-20
11428,55516,10.46,2023-12-03
11429,7325,2.65,2023-11-30
11430,56265,3.06,2023-04-23
11431,54017,4.81,2024-02-08
11432,41523,32.31,2024-11-26
11433,59507,12.05,2024-01-03
11434,26860,23.5,2024-11-21
11435,26657,3.65,2023-08-05
11436,5386,6.67,2023-05-23
11437,48955,11.88,2023-02-16
11438,57582,5.98,2024-03-15
11439,8889,6.01,2023-11-06
11440,8968,11.61,2024-07-11
11441,45261,29.76,2023-01-15
11442,43045,4.66,2023-02-27
11443,57920,4.92,2023-07-07
11444,20965,7.15,2023-05-17
11445,50116,6.24,2023-09-07
11446,52677,11.76,2024-08-15
11447,49346,4.48,2024-08-10
11448,13740,23.66,2023-03-18
11449,15917,1.88,2024-03-18
11450,25894,13.2,2024-12-27
11451,36541,11.44,2024-04-05
11452,32540,11.97,2023-12-04
11453,35802,4.06,2023-10-24
11454,11139,2.89,2024-02-07
11455,11776,2.9,2024-08-28
11456,9513,4.15,2024-09-21
11457,45090,7.44,2023-11-06
11458,13553,3.18,2023-06-16
11459,5855,7.31,2024-03-17
11460,7751,16.25,2024-08-29
11461,25181,13.09,2023-09-06
11462,3304,2.21,2024-01-07
11463,20837,20.58,2024-09-26
11464,59919,9.06,2023-10-20
11465,56900,5.99,2023-02-02
11466,6079,15.36,2024-08-03
11467,27121,5.66,2024-04-16
11468,31056,6.5,2023-07-31
11469,36691,1.97,2023-02-06
11470,51609,2.97,2024-08-05
11471,44481,5.21,2023-05-16
11472,39578,15.18,2023-03-24
11473,56611,2.31,2023-08-23
11474,30281,11.25,2024-02-17
11475,45574,12.41,2023-11-17
11476,33009,5.41,2023-11-21
11477,14288,13.95,2024-09-26
11478,9671,1.77,2024-02-18
11479,13670,5.08,2024-04-24
11480,8261,15.11,2024-08-07
11481,40757,2.75,2023-11-02
11482,15985,6.05,2024-02-07
11483,29294,22.8,2023-04-20
11484,17373,6.03,2024-05-11
11485,6845,5.42,2023-08-24
11486,31336,5.51,2023-02-19
11487,27985,4.63,2023-10-16
11488,32023,26.54,2024-01-14
11489,42383,6.88,2023-08-07
11490,52489,0.93,2024-02-12
11491,43477,7.49,2023-04-12
11492,13868,5.84,2024-11-15
11493,26745,9.13,2023-03-16
11494,55549,17.56,2023-06-15
11495,39914,36.05,2023-07-18
11496,20355,3.43,2023-09-21
11497,27762,28.53,2024-06-07
11498,32706,28.65,2023-03-12
11499,56508,8.45,2024-09-30
11500,28904,5.49,2024-01-25
11501,6697,40.43,2023-01-10
11502,41489,58.14,2024-07-18
11503,26696,30.82,2023-10-21
11504,42094,9.1,2023-05-18
11505,32182,11.86,2024-11-16
11506,7695,26.79,2024-01-21
11507,44766,7.72,2023-07-25
11508,27772,16.48,2023-10-24
11509,26584,12.72,2024-09-12
11510,38552,12.25,2024-05-31
11511,3246,4.01,2023-06-10
11512,34821,2.97,2024-02-29
11513,55513,2.7,2023-05-20
11514,50095,4.35,2023-06-04
11515,42317,1.99,2024-02-09
11516,4624,1.25,2023-04-30
11517,14787,3.59,2023-12-13
11518,22098,21.59,2023-12-09
11519,11548,19.42,2023-08-16
11520,1898,14.11,2023-07-07
11521,24780,0.99,2023-06-25
11522,15842,11.19,2024-11-28
11523,31970,39.83,2024-12-22
11524,30040,39.41,2024-08-07
11525,35793,14.1,2023-06-16
11526,34670,9.57,2023-05-02
11527,13481,18.78,2023-01-17
11528,18628,9.2,2024-12-07
11529,35751,6.82,2024-04-30
11530,27085,26.72,2024-02-04
11531,35639,4.39,2024-01-01
11532,19037,1.98,2024-02-26
11533,21786,2.37,2023-09-28
11534,56546,38.27,2024-07-28
11535,53142,1.57,2024-01-31
11536,25506,18.42,2023-02-07
11537,29534,5.47,2024-04-28
11538,50080,13.54,2024-09-15
11539,2820,4.55,2023-05-15
11540,46220,16.15,2023-08-03
11541,29740,3.41,2024-12-13
11542,5388,62.1,2024-08-26
11543,10919,10.2,2024-12-23
11544,47298,16.18,2023-06-15
11545,48345,37.76,2023-07-04
11546,6216,2.47,2024-10-10
11547,4988,26.36,2023-10-21
11548,52810,6.71,2023-05-28
11549,27590,13.86,2024-09-08
11550,52270,16.81,2023-08-16
11551,17189,11.75,2023-11-26
11552,18012,3.75,2024-03-22
11553,56030,22.19,2024-03-31
11554,47700,14.31,2023-10-26
11555,16377,9.26,2023-02-19
11556,40306,60.02,2023-12-14
11557,38367,10.16,2024-04-26
11558,35011,5.93,2023-06-17
11559,115,5.56,2024-06-07
11560,7218,6.29,2024-06-18
11561,16711,12.03,2024-12-12
11562,21090,8.34,2024-04-09
11563,22708,4.68,2024-12-11
11564,46491,2.18,2024-07-25
11565,56515,18.51,2024-05-01
11566,57435,20.48,2024-07-04
11567,36060,12.12,2023-05-13
11568,48499,10.71,2024-02-10
11569,49189,8.86,2024-10-10
11570,52157,2.01,2023-08-07
11571,11202,2.44,2023-08-17
11572,26237,8.32,2024-12-11
11573,31659,1.63,2024-05-18
11574,16538,1.62,2023-09-16
11575,59946,3.23,2023-01-11
11576,53870,2.26,2024-10-17
11577,32234,11.64,2023-10-20
11578,23615,2.38,2023-10-22
11579,18552,5.71,2024-11-21
11580,36846,56.94,2024-02-19
11581,40703,12.04,2024-11-26
11582,32356,5.05,2023-12-18
11583,56345,6.56,2024-08-19
11584,20960,9.66,2024-05-16
11585,5224,9.1,2023-07-28
11586,11224,8.99,2023-07-22
11587,14398,19.23,2023-03-10
11588,2869,6.1,2023-06-01
11589,7604,2.59,2023-01-28
11590,34475,8.47,2024-05-24
11591,21928,4.46,2024-07-24
11592,33202,4.31,2024-02-08
11593,19735,12.18,2024-11-17
11594,5747,10.92,2024-09-01
11595,46185,5.63,2024-03-15
11596,7190,13.7,2023-07-04
11597,13612,4.11,2024-03-18
11598,40007,9.24,2024-03-06
11599,41329,20.19,2024-07-24
11600,41850,1.69,2024-09-05
11601,36263,42.34,2024-07-28
11602,48129,9.11,2023-12-02
11603,34262,20.05,2024-03-22
11604,20488,2.15,2023-06-22
11605,35827,2.86,2023-07-30
11606,52425,10.55,2024-02-19
11607,6192,9.29,2023-10-04
11608,56257,7.01,2024-09-27
11609,23122,13.06,2024-02-28
11610,59049,5.97,2024-01-15
11611,43337,9.45,2024-06-08
11612,41768,9.35,2023-05-07
11613,28477,10.97,2024-01-24
11614,2881,11.26,2023-08-08
11615,43507,40.05,2024-09-17
11616,52733,12.11,2023-09-28
11617,42385,21.41,2023-11-21
11618,7733,5.95,2024-09-22
11619,53665,1.2,2023-01-10
11620,29052,4.82,2023-10-28
11621,42459,31.03,2023-02-15
11622,52141,12.83,2024-07-24
11623,22649,11.74,2023-12-14
11624,9650,8.59,2023-11-26
11625,10585,3.16,2023-06-16
11626,56887,2.36,2023-06-26
11627,49619,10.16,2024-03-05
11628,51252,15.47,2023-11-16
11629,3213,4.77,2024-08-06
11630,44878,4.68,2024-01-31
11631,55974,136.33,2024-07-05
11632,57329,3.29,2024-08-25
11633,4231,8.06,2024-10-27
11634,18692,11.07,2024-11-05
11635,21680,10.13,2023-01-21
11636,45356,10.53,2024-01-28
11637,29128,18.67,2023-12-03
11638,11284,1.9,2023-11-04
11639,8347,4.86,2024-05-11
11640,26417,8.59,2023-05-21
11641,41227,10.36,2024-03-21
11642,21628,18.97,2023-12-21
11643,34962,4.26,2023-05-01
11644,30890,5.72,2024-05-30
11645,54645,15.85,2024-08-17
11646,25402,1.4,2024-08-20
11647,57384,1.61,2023-08-16
11648,46622,11.1,2023-11-07
11649,44879,12.04,2024-10-26
11650,45833,19.16,2023-03-18
11651,58735,14.48,2024-03-18
11652,46793,16.7,2024-10-03
11653,39362,2.16,2024-07-16
11654,29754,6.1,2023-03-26
11655,18823,5.38,2023-12-20
11656,45133,10.51,2023-11-29
11657,49985,11.64,2023-08-19
11658,5861,3.18,2024-12-12
11659,53414,13.15,2024-08-20
11660,1639,1.86,2024-05-11
11661,55922,23.4,2023-06-23
11662,9482,42.35,2023-07-18
11663,11830,3.38,2023-10-19
11664,46042,59.8,2023-10-12
11665,9579,6.31,2024-06-10
11666,21671,2.69,2023-09-01
11667,23713,4.01,2024-08-27
11668,23067,6.98,2024-06-06
11669,58422,3.88,2023-03-27
11670,43769,12.02,2024-08-01
11671,5887,11.63,2023-07-28
11672,20816,2.98,2024-01-21
11673,59990,13.46,2024-10-08
11674,6882,13.49,2023-01-25
11675,23619,31.17,2023-11-03
11676,16545,1.23,2023-08-12
11677,22463,10.83,2024-12-16
11678,21115,20.06,2023-07-19
11679,26079,10.34,2023-09-18
11680,10677,35.39,2023-10-21
11681,29500,42.33,2024-11-15
11682,46250,7.8,2024-06-07
11683,57101,5.91,2023-09-01
11684,10,14.47,2023-03-07
11685,49231,22.5,2024-02-15
11686,42761,10.06,2024-08-25
11687,2707,12.49,2024-05-24
11688,38825,9.0,2024-05-16
11689,25144,26.35,2024-02-21
11690,16379,4.61,2023-08-16
11691,15388,19.54,2023-06-01
11692,30946,9.14,2023-02-18
11693,21353,7.49,2024-08-27
11694,25243,2.64,2024-10-02
11695,31425,3.04,2024-09-12
11696,25808,3.38,2024-02-02
11697,43778,4.76,2024-06-07
11698,35948,10.0,2024-07-17
11699,45892,15.5,2023-12-28
11700,56617,72.71,2024-12-17
11701,24738,5.21,2023-04-14
11702,43741,10.29,2024-07-10
11703,1311,6.52,2023-09-11
11704,33142,11.49,2023-05-05
11705,46243,37.22,2023-07-10
11706,44880,5.82,2023-11-29
11707,20762,2.71,2023-12-17
11708,49034,4.77,2023-08-21
11709,42746,15.04,2023-03-15
11710,49561,9.57,2023-09-19
11711,30868,8.94,2023-04-10
11712,21112,6.26,2024-07-19
11713,307,11.33,2023-07-09
11714,36821,11.87,2023-06-28
11715,6071,5.44,2024-07-08
11716,6117,5.74,2024-02-22
11717,47153,7.88,2023-02-05
11718,12500,4.71,2024-06-13
11719,14997,11.54,2023-03-19
11720,31916,8.98,2023-07-12
11721,35108,6.8,2024-12-25
11722,40260,5.09,2024-03-27
11723,35093,13.35,2024-12-26
11724,1237,16.86,2024-05-12
11725,23708,9.28,2024-10-21
11726,56707,11.19,2023-05-13
11727,23129,36.57,2023-09-25
11728,58468,9.84,2023-03-18
11729,16305,12.56,2024-09-26
11730,20372,14.3,2024-03-03
11731,28866,4.94,2024-05-16
11732,47661,12.64,2024-09-26
11733,43993,19.63,2023-09-15
11734,48523,2.93,2024-09-21
11735,10675,4.99,2023-03-03
11736,25857,7.68,2024-08-30
11737,49546,9.8,2023-12-16
11738,9247,45.04,2024-09-26
11739,59824,16.75,2023-12-22
11740,9302,6.32,2023-05-01
11741,16545,15.32,2023-12-10
11742,26696,30.51,2023-06-30
11743,39666,7.31,2024-10-26
11744,550,1.5,2023-09-02
11745,26289,2.68,2023-11-16
11746,43511,19.86,2023-06-01
11747,27198,8.31,2023-12-05
11748,47309,7.12,2024-01-18
11749,25014,6.3,2023-10-11
11750,37718,4.67,2023-07-02
11751,10473,13.7,2024-03-03
11752,3820,18.04,2024-09-10
11753,45166,7.17,2023-06-16
11754,13339,27.22,2023-11-21
11755,15284,28.11,2024-08-22
11756,9091,9.34,2023-11-08
11757,9993,6.95,2023-07-13
11758,189,4.11,2023-11-08
11759,51485,7.73,2024-04-16
11760,44299,11.78,2024-04-14
11761,52359,10.23,2024-05-24
11762,18152,16.3,2023-07-20
11763,43516,2.61,2023-08-27
11764,25883,4.49,2023-01-27
11765,28528,6.02,2024-01-03
11766,32096,5.03,2023-11-28
11767,4706,31.02,2023-11-17
11768,41631,3.04,2023-10-19
11769,37273,9.82,2024-05-31
11770,29336,6.83,2023-09-03
11771,41100,6.11,2023-07-28
11772,52096,9.51,2024-06-05
11773,32270,5.69,2023-05-11
11774,48080,1.12,2023-08-04
11775,35112,1.78,2024-01-20
11776,15668,1.21,2023-06-03
11777,33421,24.96,2023-10-06
11778,49941,8.1,2024-02-22
11779,44790,14.94,2023-01-13
11780,42752,2.14,2024-08-22
11781,44783,5.66,2023-09-16
11782,33951,1.97,2024-11-13
11783,34085,14.08,2024-06-10
11784,44525,4.36,2023-02-01
11785,57961,6.44,2024-08-22
11786,10853,5.36,2024-01-26
11787,54117,12.46,2024-11-22
11788,24036,3.56,2024-03-03
11789,49397,19.22,2023-08-11
11790,50991,2.51,2023-02-05
11791,23042,6.06,2023-08-16
11792,40180,3.89,2023-09-03
11793,28217,4.95,2023-04-10
11794,17835,5.51,2023-06-08
11795,35425,15.75,2023-09-17
11796,19675,5.03,2024-02-28
11797,17984,9.12,2024-09-29
11798,42427,4.93,2024-05-04
11799,57165,4.54,2023-10-30
11800,14475,13.75,2024-08-29
11801,8962,2.43,2023-03-03
11802,53011,5.0,2024-06-25
11803,56300,20.33,2023-08-10
11804,25027,14.92,2024-09-18
11805,2530,30.21,2023-04-17
11806,39859,19.05,2023-06-07
11807,18717,12.58,2024-09-14
11808,13384,5.64,2023-10-05
11809,34563,8.81,2024-03-18
11810,21427,4.47,2023-12-26
11811,19551,17.64,2023-05-31
11812,7082,18.04,2024-10-27
11813,18894,36.08,2023-02-02
11814,3590,24.42,2024-07-09
11815,28562,9.74,2024-04-03
11816,57172,7.42,2023-04-03
11817,37705,79.16,2023-10-13
11818,35314,18.45,2023-11-06
11819,53914,8.89,2024-04-02
11820,50563,10.68,2024-12-23
11821,47635,5.78,2024-09-03
11822,31743,16.72,2023-06-22
11823,14929,22.35,2023-08-13
11824,48374,25.05,2024-06-20
11825,40291,12.93,2023-02-08
11826,1836,14.02,2024-02-18
11827,43162,13.27,2023-06-06
11828,40048,1.73,2024-07-30
11829,5127,8.06,2023-02-11
11830,21977,29.38,2023-07-18
11831,26271,9.55,2023-11-22
11832,36105,1.71,2023-05-13
11833,6584,15.96,2023-10-14
11834,11746,3.09,2023-04-20
11835,53467,2.44,2024-07-05
11836,16716,22.65,2024-05-02
11837,56177,6.37,2024-06-09
11838,28406,3.4,2023-04-14
11839,46412,26.22,2024-11-08
11840,38746,25.96,2023-12-06
11841,53325,16.6,2024-07-06
11842,36776,9.93,2024-04-28
11843,22997,29.28,2024-03-10
11844,21306,3.61,2024-07-11
11845,2590,9.81,2024-12-03
11846,54905,22.92,2023-01-01
11847,23267,7.15,2023-09-08
11848,20102,51.24,2023-06-17
11849,35889,34.71,2024-10-10
11850,8506,4.83,2023-12-16
11851,20421,19.51,2024-02-11
11852,31063,6.21,2023-12-20
11853,55808,33.27,2023-10-28
11854,8262,8.95,2023-08-22
11855,46846,13.01,2024-09-03
11856,30828,8.04,2023-04-18
11857,43318,25.26,2024-09-07
11858,17954,14.57,2023-01-25
11859,16548,19.14,2023-08-22
11860,50644,5.27,2024-05-11
11861,4163,6.2,2023-08-21
11862,39505,22.72,2024-02-27
11863,22311,40.74,2024-04-25
11864,1758,18.35,2024-06-24
11865,40592,8.9,2024-01-03
11866,19647,1.98,2023-07-09
11867,33826,8.34,2024-11-24
11868,58974,4.67,2023-02-23
11869,19465,13.28,2024-08-13
11870,9627,5.72,2024-11-08
11871,32287,3.1,2023-04-09
11872,37261,11.57,2024-06-03
11873,33177,10.12,2024-12-23
11874,48755,11.84,2024-02-28
11875,16828,16.26,2023-02-03
11876,7442,35.97,2024-04-16
11877,35149,2.4,2023-11-25
11878,51216,29.07,2024-11-20
11879,57145,11.11,2023-03-20
11880,6355,18.83,2023-01-15
11881,44373,16.36,2024-12-15
11882,15681,15.19,2024-11-14
11883,56432,18.4,2023-01-20
11884,8099,12.05,2023-11-12
11885,31608,8.41,2023-05-07
11886,3594,5.68,2024-08-30
11887,32525,5.72,2024-02-29
11888,36035,5.62,2024-05-12
11889,36382,14.74,2024-12-08
11890,36972,8.78,2023-10-22
11891,58673,20.64,2023-06-22
11892,30142,21.97,2024-05-10
11893,38551,25.21,2024-05-20
11894,22185,20.26,2023-04-14
11895,43169,20.78,2024-10-11
11896,16216,11.57,2024-05-29
11897,10276,13.17,2024-09-21
11898,41063,6.51,2023-10-20
11899,20624,4.63,2024-08-24
11900,32336,23.72,2023-12-26
11901,17718,19.97,2023-10-14
11902,38830,2.83,2023-07-13
11903,42184,25.02,2024-07-08
11904,51670,3.81,2024-08-25
11905,338,3.58,2023-02-05
11906,54198,13.44,2024-09-03
11907,33837,7.86,2024-11-15
11908,23432,2.92,2023-05-25
11909,27968,2.9,2023-03-02
11910,54068,4.12,2024-07-02
11911,5300,6.24,2024-03-22
11912,54469,10.74,2023-08-31
11913,37678,25.06,2023-03-04
11914,10420,37.97,2023-01-03
11915,1720,3.09,2024-08-21
11916,53113,6.97,2024-11-11
11917,23070,2.32,2023-05-21
11918,38414,18.15,2023-05-13
11919,7727,55.65,2024-05-29
11920,50866,7.47,2023-08-15
11921,419,18.93,2024-04-29
11922,8691,7.5,2023-10-27
11923,10316,2.56,2023-10-21
11924,43827,11.27,2023-10-14
11925,52853,2.55,2023-04-09
11926,42885,23.38,2023-08-28
11927,48213,5.16,2024-07-31
11928,33926,7.0,2023-04-17
11929,19087,16.58,2024-02-03
11930,24004,19.1,2024-01-20
11931,12287,34.0,2023-02-16
11932,10469,15.31,2024-03-07
11933,33384,41.36,2023-09-29
11934,16349,1.13,2024-02-05
11935,59365,7.19,2024-03-01
11936,59695,14.08,2024-02-14
11937,8930,6.1,2023-08-09
11938,8374,29.62,2023-09-12
11939,3138,11.46,2024-08-14
11940,12394,12.78,2024-05-04
11941,1302,24.51,2023-01-06
11942,19867,5.81,2024-04-17
11943,59469,6.27,2024-10-13
11944,36842,3.57,2024-05-15
11945,31128,5.61,2023-10-21
11946,39138,22.97,2023-07-20
11947,4287,6.44,2024-10-29
11948,12215,10.75,2023-12-24
11949,51435,6.39,2024-07-20
11950,1788,15.3,2024-03-04
11951,43550,1.65,2024-06-12
11952,29240,34.57,2024-11-14
11953,18300,10.45,2024-12-31
11954,47165,24.12,2024-07-02
11955,48321,1.11,2024-11-14
11956,41216,9.77,2023-10-20
11957,49074,14.75,2023-09-28
11958,58067,0.71,2024-09-16
11959,9401,18.78,2024-06-20
11960,22676,29.58,2024-02-14
11961,54134,7.4,2024-12-20
11962,48880,23.44,2023-05-31
11963,19374,1.47,2023-03-08
11964,43911,8.95,2024-11-16
11965,6089,0.99,2024-04-11
11966,13871,50.39,2024-02-24
11967,45674,1.21,2024-03-18
11968,12315,4.57,2023-04-22
11969,19735,19.66,2024-07-11
11970,41558,7.47,2024-12-20
11971,41609,2.57,2023-03-02
11972,7202,57.99,2024-07-23
11973,28949,1.61,2023-04-06
11974,39846,27.95,2024-12-17
11975,27139,15.08,2024-03-11
11976,36693,31.83,2024-06-16
11977,4024,5.03,2023-01-03
11978,847,15.56,2024-09-09
11979,35909,7.36,2023-04-16
11980,38140,3.95,2024-07-22
11981,53576,14.86,2024-03-27
11982,8360,3.69,2023-05-21
11983,41210,9.64,2024-06-08
11984,44379,6.08,2023-09-27
11985,23437,9.21,2023-11-04
11986,36233,37.87,2024-03-25
11987,58172,6.04,2024-07-21
11988,4932,8.41,2024-11-17
11989,59378,25.54,2023-11-05
11990,29115,3.02,2023-06-07
11991,32605,7.06,2024-06-22
11992,31449,4.54,2024-05-11
11993,10695,2.97,2023-06-13
11994,30881,6.26,2023-12-24
11995,42740,2.26,2024-09-16
11996,5615,39.3,2023-03-09
11997,26282,10.33,2024-07-31
11998,43706,10.54,2024-07-13
11999,53630,16.52,2024-09-09
12000,49300,22.15,2023-11-13
12001,8677,4.48,2023-08-20
12002,55442,21.23,2024-08-11
12003,13008,11.66,2024-04-15
12004,52136,2.31,2023-12-04
12005,1428,13.67,2024-12-12
12006,35054,11.72,2024-06-22
12007,21204,51.82,2024-11-08
12008,41122,5.69,2024-07-23
12009,34734,10.1,2023-02-18
12010,59332,5.68,2024-07-30
12011,29314,2.79,2023-01-20
12012,56761,11.77,2023-08-12
12013,52660,10.26,2024-12-16
12014,21626,12.63,2024-01-31
12015,27845,4.3,2023-03-06
12016,4892,4.79,2024-09-15
12017,13312,2.31,2023-03-14
12018,14844,3.03,2024-04-21
12019,14712,9.54,2023-03-17
12020,56269,20.2,2024-10-07
12021,6001,18.94,2023-11-11
12022,34850,3.96,2024-04-25
12023,16869,52.75,2024-01-23
12024,33290,4.04,2024-08-28
12025,2510,36.88,2024-03-04
12026,11978,14.19,2023-11-28
12027,10191,71.06,2024-04-24
12028,25395,2.07,2023-01-11
12029,10267,7.57,2023-07-20
12030,4254,8.56,2024-11-17
12031,56569,19.63,2024-05-27
12032,48731,7.27,2023-09-25
12033,22761,17.65,2024-07-13
12034,43271,23.03,2023-12-08
12035,4307,6.47,2024-12-28
12036,48359,6.82,2023-07-16
12037,22741,2.02,2023-01-05
12038,22911,27.86,2024-11-16
12039,26836,3.9,2023-09-19
12040,10071,7.49,2023-01-11
12041,5546,8.7,2024-01-25
12042,28186,8.72,2024-05-22
12043,35764,3.63,2024-11-03
12044,1731,12.65,2024-08-08
12045,38253,14.59,2023-09-09
12046,55833,27.09,2023-11-03
12047,25229,4.51,2023-03-25
12048,38840,21.82,2023-10-31
12049,33305,9.18,2024-03-14
12050,12324,8.55,2023-06-23
12051,42438,8.78,2023-01-12
12052,5814,122.41,2024-04-21
12053,34179,11.64,2023-06-06
12054,11248,1.4,2024-02-24
12055,22002,17.91,2023-08-16
12056,50390,11.76,2024-10-07
12057,13079,16.0,2024-03-12
12058,28826,62.55,2024-05-29
12059,12067,16.26,2024-11-13
