customer_id,signup_date,acquisition_channel,region,signup_month
2530,2024-01-01,Paid Search,East,2024-01
2531,2023-08-16,Paid Search,South,2023-08
2532,2024-10-12,Organic,North,2024-10
2533,2024-03-11,Paid Search,West,2024-03
2534,2024-02-03,Paid Search,South,2024-02
2535,2023-07-30,Paid Search,East,2023-07
2536,2024-01-26,Organic,North,2024-01
2537,2024-05-13,Organic,West,2024-05
2538,2024-06-23,Paid Search,West,2024-06
2539,2024-07-16,Paid Search,South,2024-07
2540,2024-05-05,Social,South,2024-05
2541,2024-03-17,Paid Search,West,2024-03
2542,2023-09-18,Paid Search,West,2023-09
2543,2023-12-16,Paid Search,East,2023-12
2544,2023-12-18,Organic,West,2023-12
2545,2024-06-03,Referral,South,2024-06
2546,2023-11-16,Paid Search,North,2023-11
2547,2023-05-18,Organic,East,2023-05
2548,2024-07-03,Paid Search,East,2024-07
2549,2024-09-14,Paid Search,West,2024-09
2550,2024-01-03,Referral,North,2024-01
2551,2023-08-08,Paid Search,East,2023-08
2552,2023-12-03,Organic,South,2023-12
2553,2023-08-11,Paid Search,West,2023-08
2554,2024-10-09,Organic,South,2024-10
2555,2023-12-26,Paid Search,West,2023-12
2556,2023-11-25,Referral,East,2023-11
2557,2024-04-07,Paid Search,West,2024-04
2558,2024-07-14,Referral,North,2024-07
2559,2024-01-17,Paid Search,South,2024-01
2560,2024-08-12,Organic,North,2024-08
2561,2024-09-08,Paid Search,South,2024-09
2562,2023-06-18,Social,South,2023-06
2563,2023-08-05,Paid Search,West,2023-08
2564,2024-01-13,Paid Search,East,2024-01
2565,2023-04-29,Organic,East,2023-04
2566,2023-07-09,Paid Search,North,2023-07
2567,2024-01-05,Paid Search,West,2024-01
2568,2023-05-29,Social,East,2023-05
2569,2024-11-06,Social,South,2024-11
2570,2024-10-13,Paid Search,South,2024-10
2571,2024-05-02,Social,West,2024-05
2572,2024-01-09,Organic,North,2024-01
2573,2024-11-23,Paid Search,West,2024-11
2574,2023-06-09,Organic,North,2023-06
2575,2023-12-17,Organic,West,2023-12
2576,2023-10-15,Social,South,2023-10
2577,2023-10-15,Paid Search,West,2023-10
2578,2023-08-14,Organic,East,2023-08
2579,2024-06-06,Paid Search,East,2024-06
2580,2024-06-05,Paid Search,West,2024-06
2581,2023-09-30,Paid Search,North,2023-09
2582,2024-02-06,Social,North,2024-02
2583,2023-07-02,Referral,South,2023-07
2584,2024-10-26,Referral,South,2024-10
2585,2024-05-02,Organic,North,2024-05
2586,2023-05-04,Paid Search,West,2023-05
2587,2024-09-17,Paid Search,South,2024-09
2588,2024-02-18,Paid Search,North,2024-02
2589,2024-12-25,Paid Search,North,2024-12
2590,2023-06-21,Referral,West,2023-06
2591,2023-10-15,Organic,East,2023-10
2592,2024-03-10,Paid Search,North,2024-03
2593,2024-11-16,Paid Search,South,2024-11
2594,2023-04-23,Paid Search,West,2023-04
2595,2023-05-02,Paid Search,West,2023-05
2596,2024-06-27,Social,West,2024-06
2597,2023-08-10,Organic,East,2023-08
2598,2024-09-22,Referral,East,2024-09
2599,2023-02-08,Organic,South,2023-02
2600,2024-05-11,Paid Search,South,2024-05
2601,2023-08-21,Paid Search,West,2023-08
2602,2024-06-13,Referral,South,2024-06
2603,2023-05-29,Referral,North,2023-05
2604,2024-02-01,Paid Search,East,2024-02
2605,2024-10-22,Organic,West,2024-10
2606,2024-09-29,Organic,West,2024-09
2607,2023-10-29,Organic,North,2023-10
2608,2023-12-26,Social,North,2023-12
2609,2023-08-26,Organic,North,2023-08
2610,2024-10-08,Organic,North,2024-10
2611,2024-10-24,Paid Search,West,2024-10
2612,2023-08-24,Paid Search,East,2023-08
2613,2023-07-22,Paid Search,East,2023-07
2614,2023-09-13,Paid Search,North,2023-09
2615,2024-08-20,Organic,South,2024-08
2616,2024-10-23,Organic,West,2024-10
2617,2023-08-23,Paid Search,East,2023-08
2618,2023-12-11,Referral,North,2023-12
2619,2024-06-17,Paid Search,South,2024-06
2620,2024-04-10,Paid Search,South,2024-04
2621,2024-06-24,Paid Search,North,2024-06
2622,2023-08-01,Paid Search,West,2023-08
2623,2024-04-07,Paid Search,East,2024-04
2624,2024-03-11,Organic,South,2024-03
2625,2023-10-10,Paid Search,East,2023-10
2626,2024-07-15,Social,East,2024-07
2627,2024-08-29,Paid Search,South,2024-08
2628,2024-04-07,Paid Search,North,2024-04
2629,2024-02-11,Paid Search,South,2024-02
2630,2023-03-29,Organic,South,2023-03
2631,2023-02-13,Paid Search,West,2023-02
2632,2024-04-05,Referral,East,2024-04
2633,2023-10-05,Organic,North,2023-10
2634,2024-11-13,Organic,East,2024-11
2635,2024-02-25,Organic,South,2024-02
2636,2024-12-01,Paid Search,North,2024-12
2637,2023-12-19,Paid Search,North,2023-12
2638,2024-11-26,Paid Search,North,2024-11
2639,2024-05-29,Organic,North,2024-05
2640,2024-12-03,Paid Search,West,2024-12
2641,2024-09-21,Paid Search,North,2024-09
2642,2023-01-19,Social,South,2023-01
2643,2023-01-23,Paid Search,West,2023-01
2644,2024-02-17,Referral,South,2024-02
2645,2023-01-30,Referral,South,2023-01
2646,2023-04-18,Paid Search,East,2023-04
2647,2024-01-02,Paid Search,North,2024-01
2648,2023-10-08,Paid Search,North,2023-10
2649,2023-05-08,Organic,South,2023-05
2650,2023-08-17,Organic,North,2023-08
2651,2023-04-21,Referral,West,2023-04
2652,2023-05-16,Social,East,2023-05
2653,2023-12-28,Organic,North,2023-12
2654,2023-07-05,Paid Search,North,2023-07
2655,2024-10-17,Paid Search,West,2024-10
2656,2024-08-06,Referral,East,2024-08
2657,2023-05-09,Paid Search,West,2023-05
2658,2023-09-18,Paid Search,South,2023-09
2659,2024-05-29,Organic,South,2024-05
2660,2024-03-24,Paid Search,North,2024-03
2661,2023-04-14,Social,East,2023-04
2662,2024-04-27,Organic,South,2024-04
2663,2023-08-12,Paid Search,West,2023-08
2664,2024-05-05,Social,South,2024-05
2665,2024-04-17,Paid Search,South,2024-04
2666,2023-01-10,Paid Search,West,2023-01
2667,2024-02-09,Paid Search,North,2024-02
2668,2023-10-29,Paid Search,East,2023-10
2669,2023-08-19,Organic,North,2023-08
2670,2024-12-31,Paid Search,West,2024-12
2671,2023-03-07,Paid Search,South,2023-03
2672,2023-04-22,Paid Search,East,2023-04
2673,2023-01-13,Referral,North,2023-01
2674,2024-01-28,Referral,West,2024-01
2675,2024-05-14,Paid Search,South,2024-05
2676,2024-08-20,Paid Search,South,2024-08
2677,2023-08-22,Paid Search,North,2023-08
2678,2024-08-24,Paid Search,West,2024-08
2679,2023-11-10,Referral,South,2023-11
2680,2024-07-19,Organic,South,2024-07
2681,2023-01-12,Paid Search,East,2023-01
2682,2023-07-28,Paid Search,South,2023-07
2683,2023-01-14,Paid Search,North,2023-01
2684,2024-09-24,Organic,West,2024-09
2685,2024-02-22,Paid Search,West,2024-02
2686,2024-03-12,Social,East,2024-03
2687,2024-01-12,Referral,West,2024-01
2688,2023-01-20,Paid Search,North,2023-01
2689,2024-08-09,Organic,South,2024-08
2690,2023-03-11,Social,East,2023-03
2691,2023-07-30,Organic,West,2023-07
2692,2023-04-11,Paid Search,East,2023-04
2693,2024-11-28,Paid Search,East,2024-11
2694,2023-05-12,Referral,West,2023-05
2695,2024-09-14,Organic,East,2024-09
2696,2024-01-16,Organic,West,2024-01
2697,2023-05-12,Referral,North,2023-05
2698,2023-01-20,Referral,West,2023-01
2699,2024-06-19,Social,South,2024-06
2700,2023-08-15,Paid Search,West,2023-08
2701,2023-06-03,Organic,South,2023-06
2702,2024-04-13,Organic,East,2024-04
2703,2024-02-09,Referral,West,2024-02
2704,2023-07-21,Organic,South,2023-07
2705,2023-02-07,Paid Search,West,2023-02
2706,2023-07-07,Referral,West,2023-07
2707,2023-02-26,Organic,West,2023-02
2708,2023-01-20,Paid Search,North,2023-01
2709,2023-09-30,Organic,South,2023-09
2710,2023-04-29,Paid Search,North,2023-04
2711,2024-08-05,Paid Search,North,2024-08
2712,2024-05-30,Paid Search,South,2024-05
2713,2023-08-09,Paid Search,West,2023-08
2714,2024-06-09,Organic,North,2024-06
2715,2024-05-29,Organic,North,2024-05
2716,2024-12-28,Organic,North,2024-12
2717,2023-12-02,Referral,West,2023-12
2718,2024-11-28,Paid Search,North,2024-11
2719,2023-02-24,Paid Search,East,2023-02
2720,2024-05-14,Referral,South,2024-05
2721,2024-06-19,Paid Search,East,2024-06
2722,2023-06-11,Social,West,2023-06
2723,2024-10-31,Referral,North,2024-10
2724,2024-08-16,Organic,South,2024-08
2725,2023-06-08,Social,North,2023-06
2726,2023-07-07,Paid Search,West,2023-07
2727,2023-03-01,Paid Search,South,2023-03
2728,2023-11-15,Organic,East,2023-11
2729,2023-07-30,Paid Search,South,2023-07
2730,2024-02-10,Social,North,2024-02
2731,2024-10-25,Paid Search,South,2024-10
2732,2023-04-19,Organic,West,2023-04
2733,2023-03-17,Organic,West,2023-03
2734,2024-06-25,Organic,South,2024-06
2735,2023-11-10,Paid Search,West,2023-11
2736,2023-04-27,Paid Search,West,2023-04
2737,2024-12-04,Referral,West,2024-12
2738,2023-01-19,Paid Search,East,2023-01
2739,2024-03-07,Referral,North,2024-03
2740,2024-11-15,Organic,West,2024-11
2741,2023-12-16,Referral,South,2023-12
2742,2023-07-02,Organic,West,2023-07
2743,2023-04-23,Paid Search,East,2023-04
2744,2023-07-02,Organic,South,2023-07
2745,2024-04-25,Referral,North,2024-04
2746,2023-05-26,Paid Search,South,2023-05
2747,2024-09-19,Social,South,2024-09
2748,2023-04-23,Organic,South,2023-04
2749,2024-04-20,Paid Search,South,2024-04
2750,2023-10-30,Paid Search,West,2023-10
2751,2023-04-28,Social,North,2023-04
2752,2023-06-10,Paid Search,West,2023-06
2753,2024-02-05,Referral,East,2024-02
2754,2023-07-17,Referral,East,2023-07
2755,2023-09-17,Paid Search,South,2023-09
2756,2024-10-21,Paid Search,West,2024-10
2757,2023-02-16,Organic,West,2023-02
2758,2024-02-03,Paid Search,North,2024-02
2759,2024-12-10,Referral,North,2024-12
2760,2024-07-12,Paid Search,North,2024-07
2761,2023-03-19,Organic,West,2023-03
2762,2023-05-04,Referral,North,2023-05
2763,2023-03-16,Paid Search,North,2023-03
2764,2023-05-17,Paid Search,North,2023-05
2765,2024-08-24,Paid Search,South,2024-08
2766,2024-02-04,Paid Search,East,2024-02
2767,2024-05-19,Organic,East,2024-05
2768,2024-05-14,Referral,West,2024-05
2769,2024-07-26,Paid Search,West,2024-07
2770,2023-05-18,Organic,South,2023-05
2771,2023-02-19,Organic,East,2023-02
2772,2024-09-10,Paid Search,North,2024-09
2773,2024-09-16,Paid Search,North,2024-09
2774,2023-09-11,Social,West,2023-09
2775,2024-09-21,Organic,East,2024-09
2776,2024-12-10,Organic,West,2024-12
2777,2024-07-16,Organic,West,2024-07
2778,2024-03-01,Paid Search,North,2024-03
2779,2024-06-30,Organic,North,2024-06
2780,2023-10-29,Organic,East,2023-10
2781,2024-08-03,Organic,West,2024-08
2782,2023-12-15,Paid Search,South,2023-12
2783,2023-02-18,Paid Search,East,2023-02
2784,2023-03-15,Paid Search,West,2023-03
2785,2024-12-04,Social,East,2024-12
2786,2023-09-18,Paid Search,East,2023-09
2787,2023-12-22,Organic,East,2023-12
2788,2024-08-04,Paid Search,South,2024-08
2789,2024-08-24,Paid Search,South,2024-08
2790,2023-09-17,Organic,North,2023-09
2791,2024-09-29,Organic,North,2024-09
2792,2023-10-22,Organic,West,2023-10
2793,2024-10-02,Paid Search,East,2024-10
2794,2023-11-09,Organic,West,2023-11
2795,2024-09-03,Paid Search,North,2024-09
2796,2023-07-01,Paid Search,South,2023-07
2797,2024-11-16,Organic,North,2024-11
2798,2023-12-30,Paid Search,West,2023-12
2799,2023-07-07,Paid Search,North,2023-07
2800,2024-07-22,Organic,West,2024-07
2801,2024-06-26,Organic,West,2024-06
2802,2024-08-18,Referral,West,2024-08
2803,2024-10-25,Paid Search,West,2024-10
2804,2024-07-01,Paid Search,North,2024-07
2805,2024-12-25,Paid Search,West,2024-12
2806,2024-02-12,Social,West,2024-02
2807,2024-09-09,Organic,East,2024-09
2808,2024-02-18,Organic,West,2024-02
2809,2023-12-08,Paid Search,North,2023-12
2810,2023-08-08,Organic,West,2023-08
2811,2023-06-12,Paid Search,South,2023-06
2812,2023-08-08,Organic,South,2023-08
2813,2023-09-27,Social,West,2023-09
2814,2024-09-23,Social,South,2024-09
2815,2024-02-04,Organic,South,2024-02
2816,2023-07-01,Organic,North,2023-07
2817,2024-09-09,Social,East,2024-09
2818,2024-12-29,Organic,South,2024-12
2819,2023-07-24,Paid Search,South,2023-07
2820,2024-08-04,Organic,East,2024-08
2821,2024-07-09,Paid Search,East,2024-07
2822,2023-08-16,Organic,South,2023-08
2823,2024-11-26,Organic,West,2024-11
2824,2024-09-10,Organic,South,2024-09
2825,2024-08-18,Paid Search,West,2024-08
2826,2023-09-07,Paid Search,West,2023-09
2827,2024-03-16,Organic,West,2024-03
2828,2024-06-16,Referral,East,2024-06
2829,2023-07-15,Organic,South,2023-07
2830,2024-11-20,Paid Search,South,2024-11
2831,2024-06-02,Social,North,2024-06
2832,2023-03-11,Social,East,2023-03
2833,2024-09-30,Paid Search,North,2024-09
2834,2024-02-03,Paid Search,North,2024-02
2835,2024-11-02,Organic,West,2024-11
2836,2023-07-22,Referral,East,2023-07
2837,2023-05-28,Social,North,2023-05
2838,2024-04-16,Referral,South,2024-04
2839,2024-10-16,Organic,North,2024-10
2840,2023-07-18,Organic,East,2023-07
2841,2024-03-01,Paid Search,South,2024-03
2842,2024-10-27,Paid Search,South,2024-10
2843,2024-05-06,Organic,South,2024-05
2844,2023-05-22,Organic,West,2023-05
2845,2023-11-09,Organic,South,2023-11
2846,2023-06-14,Organic,West,2023-06
2847,2023-11-10,Paid Search,West,2023-11
2848,2023-01-21,Organic,North,2023-01
2849,2023-03-23,Paid Search,North,2023-03
2850,2024-08-03,Paid Search,South,2024-08
2851,2023-05-11,Referral,East,2023-05
2852,2024-08-21,Organic,South,2024-08
2853,2024-12-30,Social,North,2024-12
2854,2023-11-01,Paid Search,South,2023-11
2855,2024-01-06,Organic,North,2024-01
2856,2024-01-19,Paid Search,South,2024-01
2857,2024-03-20,Paid Search,East,2024-03
2858,2024-02-29,Referral,South,2024-02
2859,2023-06-10,Organic,East,2023-06
2860,2023-06-27,Referral,East,2023-06
2861,2024-09-20,Paid Search,South,2024-09
2862,2024-12-08,Referral,East,2024-12
2863,2024-05-04,Paid Search,East,2024-05
2864,2023-11-23,Referral,North,2023-11
2865,2024-08-20,Paid Search,North,2024-08
2866,2023-10-16,Paid Search,East,2023-10
2867,2024-08-15,Organic,West,2024-08
2868,2024-10-25,Social,South,2024-10
2869,2024-07-26,Paid Search,East,2024-07
2870,2024-07-26,Paid Search,South,2024-07
2871,2023-12-20,Referral,North,2023-12
2872,2023-01-28,Paid Search,South,2023-01
2873,2023-02-12,Paid Search,East,2023-02
2874,2024-11-11,Paid Search,East,2024-11
2875,2024-02-27,Paid Search,East,2024-02
2876,2024-08-20,Social,East,2024-08
2877,2023-06-26,Referral,West,2023-06
2878,2024-06-12,Organic,West,2024-06
2879,2024-09-01,Social,West,2024-09
2880,2024-05-08,Organic,East,2024-05
2881,2023-07-17,Paid Search,West,2023-07
2882,2024-09-01,Paid Search,South,2024-09
2883,2024-07-30,Paid Search,East,2024-07
2884,2024-05-31,Paid Search,North,2024-05
2885,2024-05-28,Social,East,2024-05
2886,2023-01-22,Referral,South,2023-01
2887,2023-04-22,Paid Search,West,2023-04
2888,2023-02-26,Organic,East,2023-02
2889,2023-03-07,Organic,West,2023-03
2890,2023-04-08,Social,East,2023-04
2891,2023-05-24,Referral,South,2023-05
2892,2024-03-10,Organic,East,2024-03
2893,2024-09-28,Referral,West,2024-09
2894,2024-11-09,Organic,West,2024-11
2895,2023-03-27,Organic,South,2023-03
2896,2024-08-10,Paid Search,East,2024-08
2897,2023-12-10,Paid Search,North,2023-12
2898,2023-10-21,Organic,East,2023-10
2899,2024-07-24,Paid Search,South,2024-07
2900,2024-10-11,Paid Search,North,2024-10
2901,2024-09-02,Organic,South,2024-09
2902,2024-12-04,Paid Search,East,2024-12
2903,2023-08-31,Organic,North,2023-08
2904,2024-07-14,Organic,South,2024-07
2905,2023-02-01,Social,West,2023-02
2906,2024-01-26,Organic,North,2024-01
2907,2023-10-04,Paid Search,North,2023-10
2908,2024-06-15,Organic,South,2024-06
2909,2023-06-03,Referral,West,2023-06
2910,2024-01-18,Social,North,2024-01
2911,2023-03-09,Paid Search,South,2023-03
2912,2023-08-02,Paid Search,North,2023-08
2913,2024-10-16,Social,North,2024-10
2914,2024-01-11,Paid Search,North,2024-01
2915,2023-08-01,Organic,West,2023-08
2916,2023-03-20,Paid Search,East,2023-03
2917,2024-12-26,Paid Search,East,2024-12
2918,2024-09-19,Paid Search,West,2024-09
2919,2024-08-26,Paid Search,West,2024-08
2920,2024-01-16,Organic,South,2024-01
2921,2024-11-10,Social,North,2024-11
2922,2023-02-27,Paid Search,West,2023-02
2923,2023-01-26,Referral,South,2023-01
2924,2024-03-22,Paid Search,East,2024-03
2925,2023-03-07,Organic,East,2023-03
2926,2023-09-11,Paid Search,East,2023-09
2927,2023-02-13,Social,East,2023-02
2928,2023-04-07,Referral,South,2023-04
2929,2024-07-07,Organic,North,2024-07
2930,2023-08-15,Referral,South,2023-08
2931,2024-11-09,Organic,North,2024-11
2932,2024-03-11,Social,East,2024-03
2933,2024-08-23,Organic,West,2024-08
2934,2024-01-14,Social,West,2024-01
2935,2023-06-27,Organic,West,2023-06
2936,2024-03-02,Paid Search,North,2024-03
2937,2024-12-09,Organic,East,2024-12
2938,2023-11-03,Paid Search,South,2023-11
2939,2024-05-18,Organic,West,2024-05
2940,2023-09-25,Organic,North,2023-09
2941,2024-08-08,Organic,West,2024-08
2942,2023-01-08,Paid Search,South,2023-01
2943,2024-05-22,Paid Search,East,2024-05
2944,2024-04-20,Organic,South,2024-04
2945,2023-10-24,Social,East,2023-10
2946,2023-06-13,Paid Search,East,2023-06
2947,2024-04-29,Paid Search,East,2024-04
2948,2024-08-19,Organic,West,2024-08
2949,2023-03-13,Organic,South,2023-03
2950,2024-07-20,Paid Search,West,2024-07
2951,2024-07-12,Paid Search,South,2024-07
2952,2023-08-26,Paid Search,North,2023-08
2953,2023-04-14,Social,North,2023-04
2954,2023-07-29,Paid Search,South,2023-07
2955,2024-07-07,Paid Search,South,2024-07
2956,2024-04-12,Paid Search,South,2024-04
2957,2024-03-29,Paid Search,South,2024-03
2958,2023-09-25,Referral,East,2023-09
2959,2024-01-21,Paid Search,West,2024-01
2960,2024-01-22,Paid Search,East,2024-01
2961,2023-09-16,Organic,West,2023-09
2962,2023-10-10,Paid Search,West,2023-10
2963,2024-09-17,Paid Search,West,2024-09
2964,2023-02-09,Referral,East,2023-02
2965,2024-04-30,Referral,South,2024-04
2966,2023-08-08,Social,East,2023-08
2967,2023-05-09,Referral,East,2023-05
2968,2024-06-03,Organic,West,2024-06
2969,2024-09-04,Paid Search,North,2024-09
2970,2024-11-18,Referral,North,2024-11
2971,2024-09-10,Referral,East,2024-09
2972,2024-09-04,Referral,West,2024-09
2973,2023-09-17,Organic,East,2023-09
2974,2024-01-01,Paid Search,East,2024-01
2975,2024-06-27,Referral,South,2024-06
2976,2024-10-10,Organic,West,2024-10
2977,2024-06-07,Social,North,2024-06
2978,2023-01-16,Paid Search,North,2023-01
2979,2023-05-09,Paid Search,North,2023-05
2980,2024-07-28,Paid Search,East,2024-07
2981,2023-04-19,Referral,West,2023-04
2982,2024-06-16,Paid Search,South,2024-06
2983,2024-10-31,Paid Search,North,2024-10
2984,2023-09-26,Social,West,2023-09
2985,2023-06-11,Paid Search,North,2023-06
2986,2023-09-17,Referral,South,2023-09
2987,2023-04-12,Paid Search,West,2023-04
2988,2024-05-20,Referral,East,2024-05
2989,2024-07-24,Organic,East,2024-07
2990,2023-09-04,Social,North,2023-09
2991,2024-10-01,Social,North,2024-10
2992,2024-06-20,Paid Search,West,2024-06
2993,2023-05-11,Paid Search,South,2023-05
2994,2023-12-19,Paid Search,North,2023-12
2995,2023-07-15,Organic,West,2023-07
2996,2024-10-27,Referral,South,2024-10
2997,2024-01-17,Organic,North,2024-01
2998,2024-10-06,Organic,North,2024-10
2999,2023-08-15,Paid Search,West,2023-08
3000,2024-12-01,Referral,North,2024-12
3001,2024-04-20,Social,East,2024-04
3002,2024-04-21,Paid Search,South,2024-04
3003,2023-09-22,Organic,South,2023-09
3004,2024-01-07,Paid Search,East,2024-01
3005,2024-04-30,Organic,West,2024-04
3006,2024-03-09,Organic,East,2024-03
3007,2024-10-07,Paid Search,East,2024-10
3008,2023-07-30,Paid Search,South,2023-07
3009,2024-07-25,Paid Search,West,2024-07
3010,2024-01-12,Organic,North,2024-01
3011,2024-01-30,Organic,East,2024-01
3012,2024-03-25,Paid Search,East,2024-03
3013,2023-12-30,Referral,West,2023-12
3014,2024-04-01,Organic,East,2024-04
3015,2024-12-25,Paid Search,West,2024-12
3016,2024-12-28,Paid Search,North,2024-12
3017,2023-08-14,Referral,West,2023-08
3018,2023-05-11,Social,North,2023-05
3019,2024-08-10,Paid Search,West,2024-08
3020,2024-04-20,Paid Search,East,2024-04
3021,2023-10-04,Paid Search,North,2023-10
3022,2023-06-05,Organic,East,2023-06
3023,2023-08-06,Paid Search,North,2023-08
3024,2023-07-09,Paid Search,West,2023-07
3025,2024-02-21,Organic,West,2024-02
3026,2024-11-05,Organic,West,2024-11
3027,2024-11-22,Paid Search,South,2024-11
3028,2024-06-29,Paid Search,South,2024-06
3029,2023-02-10,Organic,North,2023-02
3030,2023-11-03,Paid Search,South,2023-11
3031,2023-12-04,Paid Search,West,2023-12
3032,2023-11-10,Referral,South,2023-11
3033,2023-03-16,Paid Search,South,2023-03
3034,2023-10-06,Organic,East,2023-10
3035,2023-06-25,Social,North,2023-06
3036,2024-10-23,Paid Search,North,2024-10
3037,2023-09-30,Paid Search,North,2023-09
3038,2024-09-11,Organic,South,2024-09
3039,2024-10-12,Referral,West,2024-10
3040,2023-10-16,Social,East,2023-10
3041,2024-12-24,Organic,North,2024-12
3042,2023-09-29,Paid Search,South,2023-09
3043,2023-03-07,Organic,West,2023-03
3044,2024-04-27,Paid Search,East,2024-04
3045,2023-09-05,Organic,East,2023-09
3046,2023-06-05,Paid Search,North,2023-06
3047,2023-02-16,Paid Search,North,2023-02
3048,2024-03-29,Referral,West,2024-03
3049,2023-07-20,Organic,South,2023-07
3050,2024-10-21,Paid Search,West,2024-10
3051,2023-05-04,Paid Search,North,2023-05
3052,2023-01-01,Referral,West,2023-01
3053,2024-10-01,Organic,South,2024-10
3054,2023-07-10,Paid Search,East,2023-07
3055,2024-08-01,Paid Search,East,2024-08
3056,2024-05-30,Paid Search,East,2024-05
3057,2024-03-17,Social,East,2024-03
3058,2023-05-23,Organic,North,2023-05
3059,2023-07-10,Organic,North,2023-07
3060,2024-06-16,Organic,South,2024-06
3061,2023-08-15,Paid Search,South,2023-08
3062,2023-11-09,Referral,South,2023-11
3063,2024-09-20,Organic,South,2024-09
3064,2023-10-29,Paid Search,West,2023-10
3065,2024-10-15,Paid Search,South,2024-10
3066,2024-04-04,Organic,East,2024-04
3067,2024-02-05,Social,East,2024-02
3068,2024-07-04,Paid Search,East,2024-07
3069,2024-01-28,Referral,West,2024-01
3070,2023-07-26,Referral,South,2023-07
3071,2023-07-29,Paid Search,East,2023-07
3072,2023-04-25,Paid Search,East,2023-04
3073,2024-10-07,Paid Search,East,2024-10
3074,2023-09-08,Organic,East,2023-09
3075,2023-08-07,Paid Search,North,2023-08
3076,2024-02-11,Paid Search,South,2024-02
3077,2024-03-18,Organic,South,2024-03
3078,2024-08-25,Organic,West,2024-08
3079,2023-12-20,Paid Search,North,2023-12
3080,2024-07-11,Paid Search,West,2024-07
3081,2024-07-03,Organic,East,2024-07
3082,2023-05-22,Organic,West,2023-05
3083,2024-09-03,Referral,East,2024-09
3084,2024-05-15,Paid Search,East,2024-05
3085,2024-12-02,Referral,South,2024-12
3086,2024-06-30,Organic,South,2024-06
3087,2024-10-20,Organic,South,2024-10
3088,2024-06-25,Organic,South,2024-06
3089,2024-05-21,Paid Search,South,2024-05
3090,2024-08-18,Paid Search,North,2024-08
3091,2023-10-08,Organic,South,2023-10
3092,2024-02-28,Organic,West,2024-02
3093,2023-09-27,Organic,East,2023-09
3094,2023-06-03,Paid Search,South,2023-06
3095,2024-09-05,Social,North,2024-09
3096,2024-12-27,Organic,West,2024-12
3097,2024-10-23,Paid Search,West,2024-10
3098,2023-03-24,Paid Search,East,2023-03
3099,2024-09-13,Referral,West,2024-09
3100,2024-03-01,Referral,West,2024-03
3101,2023-10-02,Organic,West,2023-10
3102,2024-12-13,Referral,West,2024-12
3103,2023-10-11,Paid Search,North,2023-10
3104,2023-06-22,Paid Search,East,2023-06
3105,2023-11-23,Referral,South,2023-11
3106,2024-12-18,Referral,West,2024-12
3107,2023-03-04,Organic,North,2023-03
3108,2023-03-14,Referral,East,2023-03
3109,2024-09-27,Paid Search,South,2024-09
3110,2024-01-10,Referral,East,2024-01
3111,2024-09-24,Paid Search,North,2024-09
3112,2024-05-22,Paid Search,North,2024-05
3113,2024-02-02,Paid Search,North,2024-02
3114,2023-04-30,Paid Search,West,2023-04
3115,2024-03-12,Paid Search,North,2024-03
3116,2024-11-06,Paid Search,South,2024-11
3117,2024-04-09,Paid Search,West,2024-04
3118,2023-10-13,Paid Search,East,2023-10
3119,2023-09-22,Organic,South,2023-09
3120,2023-11-16,Paid Search,West,2023-11
3121,2024-11-03,Paid Search,North,2024-11
3122,2024-01-11,Organic,East,2024-01
3123,2023-03-30,Referral,North,2023-03
3124,2024-10-15,Referral,South,2024-10
3125,2023-07-22,Paid Search,South,2023-07
3126,2023-11-30,Organic,West,2023-11
3127,2023-08-10,Paid Search,South,2023-08
3128,2023-02-10,Paid Search,East,2023-02
3129,2024-12-08,Paid Search,West,2024-12
3130,2023-03-09,Referral,East,2023-03
3131,2024-05-28,Paid Search,North,2024-05
3132,2024-09-28,Paid Search,East,2024-09
3133,2024-09-13,Paid Search,East,2024-09
3134,2024-08-20,Referral,South,2024-08
3135,2024-09-23,Organic,North,2024-09
3136,2023-05-07,Paid Search,South,2023-05
3137,2023-09-12,Organic,North,2023-09
3138,2024-11-25,Organic,North,2024-11
3139,2023-01-16,Organic,East,2023-01
3140,2024-04-21,Paid Search,South,2024-04
3141,2023-03-03,Referral,East,2023-03
3142,2024-03-07,Paid Search,East,2024-03
3143,2024-10-31,Organic,East,2024-10
3144,2023-09-25,Paid Search,North,2023-09
3145,2023-02-04,Paid Search,South,2023-02
3146,2024-07-29,Paid Search,South,2024-07
3147,2024-05-08,Organic,East,2024-05
3148,2024-07-15,Paid Search,North,2024-07
3149,2024-04-13,Referral,South,2024-04
3150,2024-10-22,Paid Search,West,2024-10
3151,2023-11-21,Organic,South,2023-11
3152,2023-10-31,Referral,East,2023-10
3153,2023-10-03,Organic,West,2023-10
3154,2024-11-14,Organic,North,2024-11
3155,2023-07-20,Organic,West,2023-07
3156,2024-03-20,Paid Search,West,2024-03
3157,2023-11-20,Referral,East,2023-11
3158,2023-02-04,Paid Search,South,2023-02
3159,2024-04-26,Organic,North,2024-04
3160,2024-12-28,Organic,West,2024-12
3161,2024-04-24,Paid Search,East,2024-04
3162,2023-03-06,Paid Search,South,2023-03
3163,2023-01-08,Organic,West,2023-01
3164,2023-10-28,Referral,East,2023-10
3165,2023-12-09,Social,East,2023-12
3166,2024-03-06,Organic,East,2024-03
3167,2024-02-28,Organic,North,2024-02
3168,2023-11-28,Social,South,2023-11
3169,2024-03-13,Paid Search,West,2024-03
