customer_id,acquisition_channel,lifetime_margin,lifetime_revenue,total_orders,active_months,is_churned,ltv_bucket
7752,Paid Search,-68.01,885.67,11,1,1,Deep Loss (<-50)
7753,Referral,141.35,812.81,9,3,1,Healthy (50–150)
7754,Social,-21.839999999999996,208.5,4,1,1,Loss (-50–0)
7755,Paid Search,21.23,791.33,8,4,1,Low (0–50)
7756,Paid Search,-80.72999999999999,453.37,6,12,0,Deep Loss (<-50)
7757,Paid Search,-64.60000000000001,811.66,12,1,1,Deep Loss (<-50)
7758,Paid Search,46.459999999999994,842.69,7,5,0,Low (0–50)
7759,Referral,-131.44,415.87,5,17,0,Deep Loss (<-50)
7760,Organic,76.32,603.01,7,5,1,Healthy (50–150)
7761,Organic,52.69,850.22,11,3,1,Healthy (50–150)
7762,Paid Search,62.99000000000001,723.98,8,19,1,Healthy (50–150)
7763,Paid Search,82.21,430.42,4,1,1,Healthy (50–150)
7764,Paid Search,-150.71,483.3,7,1,1,Deep Loss (<-50)
7765,Referral,-116.0,727.62,9,21,0,Deep Loss (<-50)
7766,Organic,-42.81,389.3,6,2,1,Loss (-50–0)
7767,Paid Search,-1.299999999999999,193.99,3,10,1,Loss (-50–0)
7768,Paid Search,6.439999999999998,651.96,8,2,1,Low (0–50)
7769,Paid Search,13.650000000000004,453.76,5,10,1,Low (0–50)
7770,Paid Search,-154.76,783.53,13,7,0,Deep Loss (<-50)
7771,Organic,-219.14,629.58,9,5,1,Deep Loss (<-50)
7772,Organic,95.19,699.04,8,5,1,Healthy (50–150)
7773,Paid Search,-14.0,338.26,5,1,1,Loss (-50–0)
7774,Referral,168.25,888.9200000000001,9,1,1,High (>150)
7775,Organic,84.94,1124.08,11,11,1,Healthy (50–150)
7776,Paid Search,52.510000000000005,340.84999999999997,4,12,1,Healthy (50–150)
7777,Paid Search,-71.28000000000002,4978.49,56,8,1,Deep Loss (<-50)
7778,Referral,-209.28,1011.13,11,23,0,Deep Loss (<-50)
7779,Organic,-177.62,964.12,10,18,0,Deep Loss (<-50)
7780,Paid Search,-265.11,878.12,15,9,1,Deep Loss (<-50)
7781,Organic,46.10000000000001,429.68,5,19,0,Low (0–50)
7782,Paid Search,97.88,771.31,10,1,1,Healthy (50–150)
7783,Referral,-66.38,308.01,5,12,0,Deep Loss (<-50)
7784,Social,36.98,370.21000000000004,5,10,1,Low (0–50)
7785,Organic,-106.42999999999999,923.48,9,1,0,Deep Loss (<-50)
7786,Organic,130.93,806.59,10,20,0,Healthy (50–150)
7787,Paid Search,40.709999999999994,4861.17,57,1,1,Low (0–50)
7788,Organic,-115.46000000000001,577.53,7,4,0,Deep Loss (<-50)
7789,Referral,29.65,484.74,6,1,1,Low (0–50)
7790,Organic,91.61,768.64,8,5,1,Healthy (50–150)
7791,Organic,-52.59,585.25,8,4,1,Deep Loss (<-50)
7792,Referral,27.86,855.65,8,8,1,Low (0–50)
7793,Paid Search,-29.400000000000002,587.07,7,8,1,Loss (-50–0)
7794,Paid Search,-165.85999999999999,182.48000000000002,5,8,0,Deep Loss (<-50)
7795,Organic,-29.179999999999993,892.55,11,11,0,Loss (-50–0)
7796,Referral,184.72,1125.6399999999999,10,1,1,High (>150)
7797,Referral,-65.80000000000001,667.72,8,5,0,Deep Loss (<-50)
7798,Organic,90.85,683.17,8,14,1,Healthy (50–150)
7799,Referral,-96.86,578.1,9,10,1,Deep Loss (<-50)
7800,Organic,-23.340000000000018,903.78,13,9,1,Loss (-50–0)
7801,Paid Search,89.17,891.06,12,1,1,Healthy (50–150)
7802,Referral,-30.160000000000007,946.48,15,3,1,Loss (-50–0)
7803,Paid Search,4.499999999999993,990.77,10,19,0,Low (0–50)
7804,Paid Search,-61.02,724.7199999999999,10,12,1,Deep Loss (<-50)
7805,Paid Search,216.8,971.25,10,1,1,High (>150)
7806,Paid Search,49.07000000000001,389.19,4,4,1,Low (0–50)
7807,Paid Search,-38.10999999999999,716.1700000000001,8,4,1,Loss (-50–0)
7808,Paid Search,-11.709999999999994,786.74,9,3,0,Loss (-50–0)
7809,Paid Search,4.040000000000006,643.45,8,4,1,Low (0–50)
7810,Paid Search,48.519999999999996,411.59999999999997,7,6,1,Low (0–50)
7811,Organic,148.72,867.67,8,24,0,Healthy (50–150)
7812,Referral,-29.869999999999997,545.28,8,20,1,Loss (-50–0)
7813,Referral,52.14,502.46000000000004,6,20,1,Healthy (50–150)
7814,Referral,-12.319999999999999,718.1800000000001,8,11,1,Loss (-50–0)
7815,Paid Search,178.85999999999999,5131.53,65,1,1,High (>150)
7816,Organic,123.81,751.64,10,4,1,Healthy (50–150)
7817,Paid Search,84.17,829.62,8,4,1,Healthy (50–150)
7818,Paid Search,-58.72,666.28,8,11,0,Deep Loss (<-50)
7819,Organic,-170.18,738.06,11,22,0,Deep Loss (<-50)
7820,Organic,-20.360000000000003,604.67,10,4,1,Loss (-50–0)
7821,Referral,-34.58,560.45,7,2,1,Loss (-50–0)
7822,Organic,-7.389999999999997,541.01,6,3,1,Loss (-50–0)
7823,Paid Search,-12.120000000000001,531.86,8,4,1,Loss (-50–0)
7824,Referral,9.04,470.95,7,2,1,Low (0–50)
7825,Organic,20.72,913.1899999999999,13,20,0,Low (0–50)
7826,Referral,-5.4099999999999975,406.55,6,5,0,Loss (-50–0)
7827,Referral,-173.18,724.59,9,24,0,Deep Loss (<-50)
7828,Paid Search,59.58,740.83,8,1,1,Healthy (50–150)
7829,Paid Search,-41.230000000000004,185.62,3,1,1,Loss (-50–0)
7830,Paid Search,45.93000000000001,475.66999999999996,6,4,1,Low (0–50)
7831,Paid Search,97.27999999999999,696.1,9,12,1,Healthy (50–150)
7832,Paid Search,42.96,492.1,6,2,1,Low (0–50)
7833,Organic,48.449999999999996,207.07,2,15,1,Low (0–50)
7834,Social,286.66,4709.99,49,3,0,High (>150)
7835,Referral,45.55,247.57999999999998,2,18,1,Low (0–50)
7836,Organic,98.16000000000001,1372.8700000000001,16,2,1,Healthy (50–150)
7837,Paid Search,-66.81,703.11,10,4,1,Deep Loss (<-50)
7838,Paid Search,-147.54,632.84,8,1,1,Deep Loss (<-50)
7839,Organic,45.14999999999999,817.55,13,1,1,Low (0–50)
7840,Paid Search,8.759999999999998,498.81,6,3,0,Low (0–50)
7841,Referral,99.73000000000002,855.3299999999999,9,3,1,Healthy (50–150)
7842,Social,-73.29,631.39,9,11,0,Deep Loss (<-50)
7844,Organic,60.93999999999999,892.21,12,3,1,Healthy (50–150)
7845,Paid Search,-147.29000000000002,514.31,8,19,0,Deep Loss (<-50)
7846,Organic,139.11,706.31,6,24,0,Healthy (50–150)
7847,Paid Search,-119.3,236.49,5,15,0,Deep Loss (<-50)
7848,Paid Search,-62.41,476.31,7,5,1,Deep Loss (<-50)
7849,Organic,45.59,582.76,6,4,1,Low (0–50)
7850,Organic,-53.19,77.52,3,3,1,Deep Loss (<-50)
7851,Organic,91.82,531.75,7,1,1,Healthy (50–150)
7852,Organic,-5.550000000000001,347.61,4,7,0,Loss (-50–0)
7853,Organic,-245.8,1017.73,13,6,0,Deep Loss (<-50)
7854,Referral,-104.15999999999998,662.7,9,8,1,Deep Loss (<-50)
7855,Social,-112.58,357.03999999999996,6,5,1,Deep Loss (<-50)
7856,Referral,28.840000000000003,669.41,9,1,1,Low (0–50)
7857,Referral,-18.270000000000003,445.65,5,11,1,Loss (-50–0)
7858,Organic,112.64999999999999,558.72,5,3,1,Healthy (50–150)
7859,Organic,-31.05000000000001,532.49,10,5,1,Loss (-50–0)
7860,Paid Search,-27.340000000000003,425.93,7,2,1,Loss (-50–0)
7861,Paid Search,94.96000000000001,538.25,7,1,1,Healthy (50–150)
7862,Referral,5.17,171.45,1,20,0,Low (0–50)
7863,Referral,179.27,839.94,9,1,1,High (>150)
7864,Organic,-151.5,722.64,11,6,1,Deep Loss (<-50)
7865,Paid Search,-39.99,382.63,5,13,1,Loss (-50–0)
7866,Paid Search,-156.13,641.07,10,1,0,Deep Loss (<-50)
7867,Paid Search,184.65,967.28,12,3,1,High (>150)
7868,Paid Search,169.32,3961.04,44,2,1,High (>150)
7869,Organic,114.64000000000001,755.9100000000001,8,1,1,Healthy (50–150)
7870,Social,39.03,486.4,7,3,1,Low (0–50)
7871,Paid Search,41.81999999999999,586.15,6,4,0,Low (0–50)
7872,Organic,95.66999999999999,521.4200000000001,6,1,1,Healthy (50–150)
7873,Paid Search,-194.31,604.63,8,4,0,Deep Loss (<-50)
7874,Social,87.60000000000001,732.31,6,1,1,Healthy (50–150)
7875,Referral,39.17,539.01,6,21,0,Low (0–50)
7876,Paid Search,52.05,759.52,10,6,1,Healthy (50–150)
7877,Social,2.5,625.84,6,1,1,Low (0–50)
7878,Organic,27.15,349.82,4,15,0,Low (0–50)
7879,Paid Search,33.47,629.04,8,2,1,Low (0–50)
7880,Organic,56.660000000000004,422.07,7,2,1,Healthy (50–150)
7881,Paid Search,94.55999999999999,766.7,11,1,1,Healthy (50–150)
7882,Organic,128.07,1173.44,12,7,1,Healthy (50–150)
7883,Social,-41.79999999999999,778.6,12,1,1,Loss (-50–0)
7884,Referral,62.78,259.81,2,1,1,Healthy (50–150)
7885,Paid Search,100.52,599.53,8,5,1,Healthy (50–150)
7886,Paid Search,7.69,394.75,5,19,0,Low (0–50)
7887,Paid Search,95.35,637.95,7,4,1,Healthy (50–150)
7888,Paid Search,185.93,718.05,7,3,1,High (>150)
7889,Paid Search,49.989999999999995,552.69,7,18,0,Low (0–50)
7890,Organic,62.77,890.1,9,2,1,Healthy (50–150)
7891,Organic,8.119999999999997,385.05,5,2,1,Low (0–50)
7892,Referral,59.51,775.14,7,22,0,Healthy (50–150)
7893,Paid Search,-188.04,262.27,5,6,0,Deep Loss (<-50)
7894,Paid Search,73.77,531.85,7,1,1,Healthy (50–150)
7895,Paid Search,-15.72999999999999,2994.31,41,6,1,Loss (-50–0)
7896,Paid Search,-84.13,426.03000000000003,6,10,0,Deep Loss (<-50)
7897,Paid Search,47.33,314.63,4,1,1,Low (0–50)
7898,Paid Search,-119.46999999999998,909.13,13,2,1,Deep Loss (<-50)
7899,Organic,-18.09000000000001,513.13,9,1,1,Loss (-50–0)
7900,Referral,-63.15,811.39,10,10,0,Deep Loss (<-50)
7901,Organic,-134.27,896.26,13,8,0,Deep Loss (<-50)
7902,Organic,117.21,1081.0,13,1,1,Healthy (50–150)
7903,Paid Search,-132.20000000000002,488.34000000000003,6,7,1,Deep Loss (<-50)
7904,Referral,11.43,220.4,3,10,0,Low (0–50)
7905,Paid Search,202.47,3903.71,52,1,1,High (>150)
7906,Paid Search,27.98,789.52,9,4,0,Low (0–50)
7907,Paid Search,73.52,746.33,12,5,1,Healthy (50–150)
7908,Paid Search,-31.010000000000005,1107.87,11,3,1,Loss (-50–0)
7909,Organic,77.52000000000001,1200.14,12,19,0,Healthy (50–150)
7910,Social,143.4,733.2,6,2,1,Healthy (50–150)
7911,Referral,-47.54,898.4200000000001,9,1,1,Loss (-50–0)
7912,Paid Search,8.829999999999998,788.86,11,6,1,Low (0–50)
7913,Organic,53.059999999999995,545.3199999999999,6,7,1,Healthy (50–150)
7914,Organic,-122.03,438.49,8,24,0,Deep Loss (<-50)
7915,Referral,-28.58,425.84000000000003,4,2,1,Loss (-50–0)
7916,Organic,60.47999999999999,559.01,8,4,1,Healthy (50–150)
7917,Organic,-113.83000000000001,580.29,8,4,1,Deep Loss (<-50)
7918,Organic,9.960000000000004,494.09,7,16,1,Low (0–50)
7919,Organic,92.11,464.18,7,4,1,Healthy (50–150)
7920,Paid Search,-95.38,223.51999999999998,4,8,1,Deep Loss (<-50)
7921,Paid Search,-24.050000000000004,518.47,7,1,1,Loss (-50–0)
7922,Organic,-42.56999999999999,598.79,8,4,1,Loss (-50–0)
7923,Referral,106.53,753.3,9,1,1,Healthy (50–150)
7924,Paid Search,-219.57,655.57,10,18,1,Deep Loss (<-50)
7925,Social,-135.71,1158.56,14,1,0,Deep Loss (<-50)
7926,Paid Search,101.78999999999999,666.1800000000001,6,3,1,Healthy (50–150)
7927,Paid Search,-155.72,615.54,9,1,1,Deep Loss (<-50)
7928,Paid Search,46.43,554.6800000000001,6,16,0,Low (0–50)
7929,Social,5.909999999999997,1055.02,13,6,0,Low (0–50)
7930,Paid Search,-6.1000000000000005,226.96,3,19,0,Loss (-50–0)
7931,Organic,39.129999999999995,261.45,3,1,1,Low (0–50)
7932,Paid Search,88.38,819.96,10,1,1,Healthy (50–150)
7933,Organic,1.480000000000004,513.79,6,3,1,Low (0–50)
7934,Referral,41.73,380.98,4,8,1,Low (0–50)
7935,Paid Search,95.99,732.8,9,2,1,Healthy (50–150)
7936,Referral,43.37,363.64000000000004,2,11,1,Low (0–50)
7937,Social,130.33,1010.08,10,1,1,Healthy (50–150)
7938,Paid Search,148.7,948.95,11,5,1,Healthy (50–150)
7939,Referral,-186.5,727.3299999999999,9,5,1,Deep Loss (<-50)
7940,Paid Search,82.42999999999999,851.59,10,4,1,Healthy (50–150)
7941,Paid Search,-20.58,337.39,5,4,1,Loss (-50–0)
7942,Organic,-74.95,1180.71,17,1,1,Deep Loss (<-50)
7943,Organic,225.52,1261.23,12,22,0,High (>150)
7944,Paid Search,76.32000000000001,3542.4,46,9,1,Healthy (50–150)
7945,Paid Search,199.62,950.39,12,3,1,High (>150)
7946,Social,27.229999999999997,602.3199999999999,7,5,1,Low (0–50)
7947,Organic,40.480000000000004,267.71000000000004,2,1,1,Low (0–50)
7948,Paid Search,8.180000000000003,378.33,5,4,1,Low (0–50)
7949,Organic,69.24,1554.99,13,4,0,Healthy (50–150)
7950,Paid Search,45.12,590.99,5,2,1,Low (0–50)
7951,Paid Search,-98.49999999999999,837.62,11,10,0,Deep Loss (<-50)
7952,Organic,75.17000000000002,1059.2,12,1,1,Healthy (50–150)
7953,Organic,115.09,866.0699999999999,9,1,1,Healthy (50–150)
7954,Paid Search,-43.64,576.79,8,4,1,Loss (-50–0)
7955,Referral,-47.41,116.51,2,11,0,Loss (-50–0)
7956,Paid Search,-142.82,585.5600000000001,9,1,1,Deep Loss (<-50)
7957,Organic,-89.86999999999999,581.59,7,6,0,Deep Loss (<-50)
7958,Paid Search,2.709999999999999,421.28999999999996,5,1,1,Low (0–50)
7959,Paid Search,91.36,423.74,5,8,1,Healthy (50–150)
7960,Paid Search,19.1,466.63,7,4,1,Low (0–50)
7961,Organic,-27.420000000000005,438.99,4,15,0,Loss (-50–0)
7962,Paid Search,47.5,521.89,8,3,1,Low (0–50)
7963,Paid Search,-94.12,706.49,9,11,1,Deep Loss (<-50)
7964,Paid Search,-250.19000000000003,3648.69,54,8,1,Deep Loss (<-50)
7965,Organic,-129.91,3689.69,45,15,0,Deep Loss (<-50)
7966,Paid Search,54.609999999999985,574.99,8,10,1,Healthy (50–150)
7967,Organic,38.539999999999985,1054.22,12,5,1,Low (0–50)
7968,Paid Search,117.48,766.43,10,2,1,Healthy (50–150)
7969,Organic,167.46,782.0699999999999,8,12,0,High (>150)
7970,Social,-212.06,369.14,7,2,0,Deep Loss (<-50)
7971,Organic,54.2,797.1500000000001,10,1,0,Healthy (50–150)
7972,Referral,11.340000000000003,705.98,9,18,0,Low (0–50)
7973,Referral,271.4,1172.35,11,5,1,High (>150)
7974,Social,-16.480000000000004,1083.07,11,1,1,Loss (-50–0)
7975,Paid Search,26.4,599.33,7,6,1,Low (0–50)
7976,Referral,40.28,482.57,6,21,0,Low (0–50)
7977,Social,-34.760000000000005,357.1,5,14,0,Loss (-50–0)
7978,Paid Search,-81.19,1219.12,14,4,1,Deep Loss (<-50)
7979,Paid Search,15.58,155.36,3,1,1,Low (0–50)
7980,Social,-111.08000000000001,1163.13,15,8,0,Deep Loss (<-50)
7981,Organic,100.08,605.01,7,7,1,Healthy (50–150)
7982,Paid Search,-184.29999999999998,350.03,5,1,1,Deep Loss (<-50)
7983,Referral,142.02,447.51,4,22,0,Healthy (50–150)
7984,Paid Search,-4.8799999999999955,485.49,9,1,1,Loss (-50–0)
7985,Paid Search,159.53,3376.85,41,2,1,High (>150)
7986,Organic,60.730000000000004,504.01,5,1,1,Healthy (50–150)
7987,Organic,-316.47999999999996,4810.91,55,20,0,Deep Loss (<-50)
7988,Referral,2.8000000000000167,3549.74,49,1,1,Low (0–50)
7989,Organic,24.13000000000001,945.13,11,4,0,Low (0–50)
7990,Referral,31.250000000000004,946.4200000000001,9,18,0,Low (0–50)
7991,Paid Search,-14.77,442.18,6,1,1,Loss (-50–0)
7992,Organic,11.180000000000003,233.67000000000002,4,1,1,Low (0–50)
7993,Paid Search,-138.64,635.88,10,1,1,Deep Loss (<-50)
7994,Paid Search,71.17,752.43,10,3,1,Healthy (50–150)
7995,Referral,29.099999999999994,3583.96,53,5,1,Low (0–50)
7996,Paid Search,125.11,635.61,6,8,1,Healthy (50–150)
7997,Referral,-11.660000000000004,581.8299999999999,10,2,1,Loss (-50–0)
7998,Paid Search,76.69000000000001,700.72,7,7,1,Healthy (50–150)
7999,Paid Search,44.849999999999994,211.24,2,19,0,Low (0–50)
8000,Paid Search,109.46000000000001,633.98,6,12,1,Healthy (50–150)
8001,Organic,-35.32,551.75,9,8,0,Loss (-50–0)
8002,Paid Search,-91.94,691.31,8,17,0,Deep Loss (<-50)
8003,Organic,47.129999999999995,381.39,5,24,0,Low (0–50)
8004,Organic,190.63,1032.67,10,6,0,High (>150)
8005,Paid Search,33.47,260.08000000000004,4,1,1,Low (0–50)
8006,Organic,18.060000000000002,667.3000000000001,9,20,0,Low (0–50)
8007,Paid Search,-46.230000000000004,666.62,8,11,0,Loss (-50–0)
8008,Social,76.31,889.6800000000001,10,1,1,Healthy (50–150)
8009,Paid Search,84.43,942.72,10,17,0,Healthy (50–150)
8010,Paid Search,124.03,970.89,11,2,1,Healthy (50–150)
8011,Paid Search,-44.910000000000004,588.65,6,2,1,Loss (-50–0)
8012,Organic,-7.0,308.75,4,3,1,Loss (-50–0)
8013,Organic,-115.17999999999999,785.5,10,3,1,Deep Loss (<-50)
8014,Social,99.56,628.5,7,4,1,Healthy (50–150)
8015,Referral,33.33,537.39,7,7,0,Low (0–50)
8016,Paid Search,-90.34,616.12,7,3,1,Deep Loss (<-50)
8017,Organic,-112.97,96.39,2,4,1,Deep Loss (<-50)
8018,Organic,65.35000000000001,695.33,9,11,0,Healthy (50–150)
8019,Social,-21.58,382.0,6,1,1,Loss (-50–0)
8020,Paid Search,-32.06999999999999,256.24,3,18,0,Loss (-50–0)
8021,Paid Search,-61.120000000000005,634.34,8,8,1,Deep Loss (<-50)
8022,Referral,41.190000000000005,1219.03,11,11,0,Low (0–50)
8023,Paid Search,-109.85000000000001,359.33,7,3,1,Deep Loss (<-50)
8024,Organic,-29.279999999999994,641.61,8,24,0,Loss (-50–0)
8025,Social,-23.750000000000004,459.59000000000003,8,1,1,Loss (-50–0)
8026,Referral,83.7,508.03,6,1,1,Healthy (50–150)
8027,Paid Search,-462.51,1122.34,15,10,0,Deep Loss (<-50)
8028,Paid Search,-61.870000000000005,840.99,12,8,1,Deep Loss (<-50)
8029,Paid Search,55.38,658.99,7,1,1,Healthy (50–150)
8030,Social,-54.269999999999996,361.72,5,6,0,Deep Loss (<-50)
8031,Social,11.969999999999997,424.2,6,5,1,Low (0–50)
8032,Referral,-39.67,514.72,7,6,1,Loss (-50–0)
8033,Organic,31.13000000000001,987.98,11,7,1,Low (0–50)
8034,Paid Search,-9.810000000000002,893.3,10,19,1,Loss (-50–0)
8035,Organic,-13.57,643.01,7,24,0,Loss (-50–0)
8036,Paid Search,74.08,667.24,8,19,1,Healthy (50–150)
8037,Organic,68.37,709.03,6,6,1,Healthy (50–150)
8038,Organic,19.909999999999997,679.01,7,3,0,Low (0–50)
8039,Organic,31.07,482.34,6,6,1,Low (0–50)
8040,Social,-54.09,570.15,7,6,0,Deep Loss (<-50)
8041,Paid Search,-9.98,771.96,9,1,0,Loss (-50–0)
8042,Organic,-176.37,471.34,9,8,1,Deep Loss (<-50)
8043,Paid Search,-139.29000000000002,678.72,11,5,1,Deep Loss (<-50)
8044,Organic,137.58,1165.71,10,19,0,Healthy (50–150)
8045,Organic,147.76,1122.17,12,2,1,Healthy (50–150)
8046,Paid Search,-75.13999999999999,530.09,7,7,1,Deep Loss (<-50)
8047,Paid Search,35.09,216.87,3,3,1,Low (0–50)
8048,Paid Search,94.2,688.72,9,1,1,Healthy (50–150)
8049,Paid Search,43.78,306.91999999999996,4,2,1,Low (0–50)
8050,Organic,81.42,352.12,4,1,1,Healthy (50–150)
8051,Paid Search,19.72,393.25,7,2,1,Low (0–50)
8052,Organic,61.51,742.14,7,1,1,Healthy (50–150)
8053,Paid Search,-107.28,1101.59,12,16,0,Deep Loss (<-50)
8054,Organic,-32.39,387.79999999999995,6,1,1,Loss (-50–0)
8055,Organic,-5.340000000000003,420.09000000000003,5,14,0,Loss (-50–0)
8056,Paid Search,102.74,735.22,7,14,0,Healthy (50–150)
8057,Organic,135.60999999999999,735.3,7,5,1,Healthy (50–150)
8058,Referral,55.919999999999995,464.62,7,1,1,Healthy (50–150)
8059,Paid Search,52.930000000000014,1204.84,14,5,1,Healthy (50–150)
8060,Organic,-160.12,598.31,8,2,1,Deep Loss (<-50)
8061,Paid Search,-40.88000000000001,318.77,4,1,1,Loss (-50–0)
8062,Paid Search,59.02,307.33,4,4,1,Healthy (50–150)
8063,Organic,-8.71,232.87,3,3,0,Loss (-50–0)
8064,Paid Search,-151.61,673.8,10,8,1,Deep Loss (<-50)
8065,Referral,-553.18,4703.5,55,8,0,Deep Loss (<-50)
8066,Paid Search,407.19,4937.96,64,11,1,High (>150)
8067,Paid Search,222.31,999.14,9,1,1,High (>150)
8068,Organic,173.97000000000003,1661.77,14,2,1,High (>150)
8069,Organic,9.679999999999993,494.04999999999995,5,6,1,Low (0–50)
8070,Organic,31.650000000000002,719.3199999999999,8,17,0,Low (0–50)
8071,Paid Search,2.560000000000006,479.59000000000003,8,10,1,Low (0–50)
8072,Referral,0.1400000000000039,237.45,4,11,1,Low (0–50)
8073,Social,15.650000000000002,680.3100000000001,9,5,0,Low (0–50)
8074,Organic,124.8,907.38,10,7,0,Healthy (50–150)
8075,Referral,-171.59,420.1,8,1,1,Deep Loss (<-50)
8076,Organic,19.429999999999993,742.6,10,7,1,Low (0–50)
8077,Paid Search,-9.190000000000001,618.18,7,4,1,Loss (-50–0)
8078,Paid Search,-418.64,3843.27,58,2,1,Deep Loss (<-50)
8079,Paid Search,62.43,646.81,6,13,0,Healthy (50–150)
8080,Social,-187.98999999999998,544.51,8,13,0,Deep Loss (<-50)
8081,Paid Search,244.0,1008.53,10,1,1,High (>150)
8082,Organic,-135.64000000000001,487.8,8,24,0,Deep Loss (<-50)
8083,Paid Search,101.69,498.88,6,1,1,Healthy (50–150)
8084,Organic,75.69,695.32,8,1,1,Healthy (50–150)
8085,Paid Search,-62.99,239.48000000000002,5,18,0,Deep Loss (<-50)
8086,Referral,19.929999999999996,652.76,7,5,1,Low (0–50)
8087,Paid Search,82.43,765.6099999999999,7,10,0,Healthy (50–150)
8088,Referral,19.0,670.1600000000001,8,2,1,Low (0–50)
8089,Referral,333.94,3724.37,43,20,1,High (>150)
8090,Organic,-93.28,767.46,9,15,0,Deep Loss (<-50)
8091,Paid Search,52.129999999999995,802.14,11,4,0,Healthy (50–150)
8092,Paid Search,-186.79999999999998,310.39,8,7,1,Deep Loss (<-50)
8093,Referral,-136.66,675.68,10,24,0,Deep Loss (<-50)
8094,Paid Search,-87.82000000000002,812.86,9,3,0,Deep Loss (<-50)
8095,Paid Search,-68.85000000000001,114.08000000000001,3,4,1,Deep Loss (<-50)
8096,Organic,133.72,796.24,7,11,0,Healthy (50–150)
8097,Paid Search,130.75,808.62,11,2,1,Healthy (50–150)
8098,Paid Search,-24.360000000000007,443.06,6,19,0,Loss (-50–0)
8099,Organic,-83.77,384.3,7,1,1,Deep Loss (<-50)
8100,Paid Search,-57.78,354.07,5,3,1,Deep Loss (<-50)
8101,Paid Search,-125.87,625.36,8,8,0,Deep Loss (<-50)
8102,Organic,-5.530000000000003,271.25,4,4,0,Loss (-50–0)
8103,Paid Search,172.98000000000002,1191.7,10,1,1,High (>150)
8104,Organic,185.97,555.86,6,4,1,High (>150)
8105,Paid Search,-79.52000000000001,378.97,6,13,0,Deep Loss (<-50)
8106,Organic,37.65,539.37,7,6,1,Low (0–50)
8107,Paid Search,27.68,303.3,3,2,1,Low (0–50)
8108,Paid Search,-11.219999999999999,305.18,4,6,1,Loss (-50–0)
8109,Paid Search,-78.99,882.19,11,5,0,Deep Loss (<-50)
8110,Paid Search,-124.69,688.0500000000001,11,4,1,Deep Loss (<-50)
8111,Referral,-80.60999999999999,3109.25,43,3,1,Deep Loss (<-50)
8112,Paid Search,123.11999999999999,1001.4,13,1,1,Healthy (50–150)
8113,Organic,-62.64999999999999,748.73,8,7,0,Deep Loss (<-50)
8114,Social,41.66,377.28000000000003,6,3,1,Low (0–50)
8115,Organic,23.75,203.77999999999997,3,4,1,Low (0–50)
8116,Paid Search,-54.87,345.61,6,1,1,Deep Loss (<-50)
8117,Paid Search,34.18000000000001,486.36,6,1,1,Low (0–50)
8118,Social,-35.95,1115.3700000000001,13,11,1,Loss (-50–0)
8119,Organic,5.99,40.19,1,5,1,Low (0–50)
8120,Organic,97.55,651.71,6,1,1,Healthy (50–150)
8121,Paid Search,-23.130000000000003,834.54,11,1,1,Loss (-50–0)
8122,Referral,-103.08,618.96,10,2,1,Deep Loss (<-50)
8123,Organic,123.94,629.86,6,5,1,Healthy (50–150)
8124,Paid Search,-77.21,465.9,6,5,1,Deep Loss (<-50)
8125,Organic,-3.330000000000002,368.09999999999997,6,1,1,Loss (-50–0)
8126,Paid Search,170.92000000000002,602.23,6,3,1,High (>150)
8127,Paid Search,139.38,629.36,6,1,1,Healthy (50–150)
8128,Referral,-130.38,850.62,9,1,1,Deep Loss (<-50)
8129,Paid Search,-22.209999999999994,470.94,7,12,0,Loss (-50–0)
8130,Organic,-55.099999999999994,234.22,4,8,1,Deep Loss (<-50)
8131,Paid Search,69.96,801.65,9,9,0,Healthy (50–150)
8132,Paid Search,3.240000000000002,918.37,10,1,1,Low (0–50)
8133,Organic,-103.41,962.42,10,3,0,Deep Loss (<-50)
8134,Social,-138.48000000000002,453.13,6,3,1,Deep Loss (<-50)
8135,Paid Search,-145.71,526.3199999999999,6,6,0,Deep Loss (<-50)
8136,Paid Search,203.59,996.12,13,4,1,High (>150)
8137,Organic,-23.530000000000005,532.49,8,6,1,Loss (-50–0)
8138,Paid Search,-36.85999999999999,562.37,7,1,0,Loss (-50–0)
8139,Paid Search,-106.01,522.5600000000001,8,4,1,Deep Loss (<-50)
8140,Paid Search,113.8,912.03,12,10,1,Healthy (50–150)
8141,Paid Search,16.35,184.5,3,4,1,Low (0–50)
8142,Paid Search,119.83,957.17,11,1,1,Healthy (50–150)
8143,Paid Search,-47.05,2969.81,37,3,1,Loss (-50–0)
8144,Paid Search,25.620000000000008,4188.55,52,8,1,Low (0–50)
8145,Referral,21.73,744.55,7,1,0,Low (0–50)
8146,Paid Search,93.81,666.39,10,4,1,Healthy (50–150)
8147,Social,-31.6,630.3399999999999,6,22,0,Loss (-50–0)
8148,Organic,-101.4,395.45,5,3,0,Deep Loss (<-50)
8149,Paid Search,137.94,524.97,5,1,1,Healthy (50–150)
8150,Social,-227.85,301.69,6,7,1,Deep Loss (<-50)
8151,Paid Search,20.640000000000004,434.67,6,1,1,Low (0–50)
8152,Paid Search,-208.26,834.1700000000001,13,1,1,Deep Loss (<-50)
8153,Paid Search,355.1,4079.56,53,1,1,High (>150)
8154,Organic,-102.46,744.41,9,1,0,Deep Loss (<-50)
8155,Organic,-233.71,4035.01,51,16,0,Deep Loss (<-50)
