customer_id,signup_date,acquisition_channel,region
1718,2023-10-30,Referral,East
1719,2023-03-25,Paid Search,East
1720,2024-10-20,Referral,East
1721,2024-03-28,Organic,West
1722,2024-01-22,Paid Search,East
1723,2024-05-21,Social,North
1724,2023-09-14,Organic,East
1725,2024-07-23,Paid Search,South
1726,2024-06-10,Organic,North
1727,2023-06-11,Referral,South
1728,2023-06-12,Paid Search,South
1729,2024-06-07,Paid Search,South
1730,2023-09-28,Paid Search,North
1731,2024-05-06,Paid Search,North
1732,2023-07-27,Referral,West
1733,2024-06-22,Organic,North
1734,2024-08-06,Paid Search,East
1735,2023-03-01,Paid Search,South
1736,2024-03-05,Paid Search,West
1737,2024-10-18,Social,North
1738,2024-08-27,Paid Search,South
1739,2023-11-05,Social,North
1740,2024-06-03,Organic,West
1741,2024-08-13,Paid Search,North
1742,2023-01-27,Referral,North
1743,2024-11-16,Organic,South
1744,2024-07-15,Organic,East
1745,2023-07-18,Social,North
1746,2024-01-22,Paid Search,West
1747,2023-12-15,Paid Search,North
1748,2024-11-23,Organic,North
1749,2024-06-19,Paid Search,East
1750,2024-01-13,Paid Search,South
1751,2024-07-11,Paid Search,West
1752,2024-06-10,Paid Search,South
1753,2023-06-02,Referral,South
1754,2023-07-25,Paid Search,South
1755,2024-03-30,Organic,North
1756,2023-09-30,Organic,East
1757,2023-08-24,Paid Search,North
1758,2024-06-04,Paid Search,West
1759,2024-11-08,Referral,East
1760,2024-12-26,Paid Search,South
1761,2024-05-15,Referral,East
1762,2023-04-27,Referral,West
1763,2024-01-21,Paid Search,North
1764,2023-12-10,Organic,North
1765,2024-08-06,Organic,South
1766,2024-01-30,Paid Search,North
1767,2023-03-05,Referral,North
1768,2024-12-17,Referral,West
1769,2024-12-21,Paid Search,East
1770,2023-03-13,Organic,North
1771,2023-10-01,Social,West
1772,2023-11-16,Social,West
1773,2023-12-04,Organic,South
1774,2024-01-01,Organic,West
1775,2024-05-09,Paid Search,South
1776,2024-08-29,Social,North
1777,2023-06-15,Paid Search,South
1778,2024-06-27,Organic,West
1779,2023-01-11,Paid Search,East
1780,2023-10-28,Paid Search,East
1781,2024-12-29,Paid Search,North
1782,2023-04-12,Social,North
1783,2024-02-29,Paid Search,East
1784,2024-01-27,Organic,South
1785,2023-08-02,Paid Search,North
1786,2024-11-21,Paid Search,West
1787,2023-03-29,Paid Search,North
1788,2024-07-06,Organic,South
1789,2024-02-05,Paid Search,North
1790,2024-08-10,Paid Search,West
1791,2023-02-15,Paid Search,West
1792,2024-11-02,Paid Search,West
1793,2024-04-07,Social,South
1794,2024-08-14,Social,South
1795,2023-11-06,Paid Search,West
1796,2023-03-27,Organic,West
1797,2023-04-02,Social,South
1798,2024-10-21,Paid Search,South
1799,2024-11-03,Referral,South
1800,2024-12-14,Social,East
1801,2023-08-30,Paid Search,South
1802,2023-01-02,Paid Search,West
1803,2023-08-13,Social,East
1804,2024-08-11,Organic,South
1805,2023-04-26,Paid Search,West
1806,2024-10-27,Paid Search,North
1807,2023-04-13,Paid Search,East
1808,2023-07-13,Organic,West
1809,2023-06-15,Organic,North
1810,2023-03-31,Social,West
1811,2024-11-16,Paid Search,South
1812,2023-05-02,Organic,South
1813,2023-05-23,Organic,North
1814,2023-04-16,Paid Search,South
1815,2024-03-03,Paid Search,West
1816,2023-11-01,Social,North
1817,2023-11-13,Referral,West
1818,2024-09-26,Organic,West
1819,2023-01-09,Organic,West
1820,2023-03-14,Paid Search,South
1821,2023-12-25,Organic,South
1822,2023-08-11,Organic,West
1823,2024-02-20,Organic,East
1824,2024-07-06,Social,West
1825,2024-01-05,Organic,West
1826,2024-12-16,Paid Search,North
1827,2023-09-21,Referral,West
1828,2024-11-20,Paid Search,South
1829,2023-11-14,Paid Search,North
1830,2023-03-25,Paid Search,East
1831,2023-11-14,Paid Search,North
1832,2023-04-21,Referral,East
1833,2023-09-08,Organic,North
1834,2024-01-18,Referral,North
1835,2023-01-07,Organic,East
1836,2024-04-03,Paid Search,South
1837,2023-03-25,Referral,South
1838,2023-07-27,Paid Search,South
1839,2024-01-25,Paid Search,North
1840,2023-11-10,Organic,West
1841,2023-01-22,Paid Search,North
1842,2024-02-14,Paid Search,West
1843,2024-05-29,Organic,West
1844,2023-05-07,Organic,South
1845,2024-11-30,Paid Search,West
1846,2023-01-14,Social,North
1847,2023-01-12,Organic,North
1848,2023-03-28,Referral,South
1849,2024-06-07,Paid Search,East
1850,2024-06-20,Organic,North
1851,2023-10-28,Referral,West
1852,2023-08-31,Organic,North
1853,2023-05-02,Organic,North
1854,2023-05-27,Paid Search,North
1855,2024-07-20,Paid Search,East
1856,2023-12-22,Organic,West
1857,2024-11-15,Paid Search,South
1858,2024-09-22,Referral,North
1859,2023-11-05,Paid Search,West
1860,2024-11-25,Social,West
1861,2023-10-15,Social,South
1862,2023-11-03,Paid Search,North
1863,2024-08-16,Paid Search,East
1864,2024-12-23,Referral,West
1865,2024-10-23,Social,South
1866,2024-07-02,Paid Search,East
1867,2023-12-18,Paid Search,West
1868,2023-11-08,Organic,North
1869,2023-02-28,Organic,West
1870,2024-10-04,Paid Search,East
1871,2024-12-14,Organic,East
1872,2023-02-04,Paid Search,North
1873,2024-03-20,Paid Search,North
1874,2023-04-03,Paid Search,South
1875,2023-07-26,Paid Search,North
1876,2023-12-19,Paid Search,South
1877,2023-11-28,Organic,East
1878,2024-12-25,Paid Search,East
1879,2023-06-08,Paid Search,West
1880,2023-01-24,Paid Search,West
1881,2024-02-08,Social,South
1882,2024-05-30,Paid Search,North
1883,2023-12-30,Paid Search,North
1884,2024-01-17,Organic,West
1885,2024-06-15,Social,East
1886,2023-06-01,Paid Search,South
1887,2024-07-15,Organic,East
1888,2024-11-19,Organic,East
1889,2024-08-30,Organic,North
1890,2024-09-08,Paid Search,South
1891,2024-02-24,Organic,East
1892,2023-09-07,Paid Search,West
1893,2023-04-27,Organic,West
1894,2024-05-26,Organic,North
1895,2024-07-31,Paid Search,West
1896,2023-12-01,Referral,West
1897,2024-02-22,Paid Search,East
1898,2023-10-22,Referral,West
1899,2024-01-06,Organic,West
1900,2023-07-05,Paid Search,East
1901,2023-09-03,Paid Search,North
1902,2024-09-28,Social,North
1903,2023-09-25,Paid Search,South
1904,2024-10-04,Paid Search,West
1905,2023-08-25,Paid Search,East
1906,2024-06-13,Organic,South
1907,2024-07-05,Organic,North
1908,2023-01-21,Paid Search,North
1909,2024-06-03,Paid Search,East
1910,2023-04-10,Paid Search,South
1911,2024-04-22,Paid Search,South
1912,2024-08-21,Paid Search,East
1913,2023-10-25,Organic,East
1914,2024-06-09,Paid Search,South
1915,2023-11-30,Paid Search,North
1916,2023-01-02,Paid Search,West
1917,2024-01-10,Social,North
1918,2023-10-20,Social,East
1919,2024-07-06,Referral,South
1920,2023-11-14,Paid Search,South
1921,2024-05-16,Paid Search,West
1922,2024-01-16,Paid Search,South
1923,2024-09-14,Paid Search,West
1924,2023-01-14,Organic,North
1925,2024-05-18,Referral,North
1926,2023-08-19,Referral,South
1927,2023-03-25,Referral,South
1928,2023-05-10,Paid Search,East
1929,2023-05-25,Organic,East
1930,2023-01-28,Paid Search,South
1931,2023-03-07,Paid Search,South
1932,2023-06-12,Organic,North
1933,2023-08-17,Paid Search,South
1934,2023-09-18,Paid Search,East
1935,2024-03-24,Paid Search,North
1936,2024-02-28,Organic,West
1937,2024-04-04,Referral,East
1938,2024-11-06,Paid Search,East
1939,2023-10-28,Referral,North
1940,2023-10-30,Paid Search,West
1941,2023-10-14,Paid Search,East
1942,2024-01-30,Organic,South
1943,2023-01-10,Organic,East
1944,2024-12-07,Social,North
1945,2024-09-21,Paid Search,North
1946,2023-09-27,Organic,North
1947,2024-08-14,Organic,East
1948,2024-08-27,Social,West
1949,2023-12-27,Paid Search,South
1950,2023-09-14,Referral,North
1951,2023-05-13,Organic,West
1952,2023-10-03,Paid Search,South
1953,2024-11-13,Organic,North
1954,2024-05-27,Paid Search,South
1955,2023-11-09,Organic,South
1956,2024-07-29,Referral,West
1957,2023-10-11,Organic,South
1958,2023-05-01,Organic,North
1959,2023-04-17,Organic,West
1960,2024-11-17,Paid Search,East
1961,2023-07-23,Paid Search,East
1962,2023-06-14,Organic,West
1963,2023-11-01,Paid Search,East
1964,2024-05-11,Paid Search,South
1965,2024-09-23,Organic,North
1966,2024-07-09,Paid Search,South
1967,2023-06-05,Paid Search,West
1968,2024-01-02,Organic,North
1969,2024-12-19,Paid Search,West
1970,2024-09-11,Social,West
1971,2023-09-08,Referral,West
1972,2023-11-30,Organic,South
1973,2024-10-03,Paid Search,North
1974,2024-05-25,Referral,North
1975,2023-10-20,Referral,North
1976,2023-01-20,Referral,South
1977,2023-10-09,Paid Search,East
1978,2023-01-01,Organic,South
1979,2023-04-29,Referral,South
1980,2023-02-04,Organic,West
1981,2023-07-17,Organic,North
1982,2024-04-29,Organic,North
1983,2023-02-28,Organic,East
1984,2023-06-10,Paid Search,East
1985,2024-11-21,Organic,West
1986,2023-07-25,Paid Search,North
1987,2023-01-12,Paid Search,East
1988,2024-05-04,Paid Search,East
1989,2023-10-03,Organic,North
1990,2024-11-23,Paid Search,South
1991,2023-08-30,Organic,East
1992,2023-08-04,Referral,North
1993,2023-09-08,Paid Search,East
1994,2023-05-06,Paid Search,West
1995,2023-08-05,Paid Search,East
1996,2023-11-02,Referral,North
1997,2023-07-04,Organic,East
1998,2023-02-08,Organic,West
1999,2023-08-11,Paid Search,West
2000,2023-07-03,Organic,East
2001,2024-05-09,Referral,East
2002,2024-03-02,Referral,West
2003,2023-06-27,Organic,West
2004,2024-03-03,Paid Search,South
2005,2023-10-21,Paid Search,South
2006,2023-05-31,Paid Search,West
2007,2024-01-19,Paid Search,East
2008,2024-09-29,Paid Search,North
2009,2023-11-04,Paid Search,East
2010,2023-12-02,Paid Search,East
2011,2024-01-10,Social,South
2012,2023-01-08,Organic,South
2013,2023-12-07,Referral,South
2014,2023-05-09,Organic,West
2015,2024-10-30,Paid Search,West
2016,2023-12-18,Organic,East
2017,2023-12-24,Paid Search,East
2018,2024-05-31,Organic,North
2019,2024-05-09,Paid Search,East
2020,2023-03-27,Social,East
2021,2023-06-24,Paid Search,South
2022,2023-07-12,Paid Search,South
2023,2023-11-07,Social,South
2024,2023-04-29,Paid Search,South
2025,2023-08-06,Organic,South
2026,2024-03-02,Organic,North
2027,2024-02-18,Referral,North
2028,2023-04-24,Social,North
2029,2023-05-25,Social,South
2030,2024-06-21,Paid Search,West
2031,2024-10-09,Referral,South
2032,2023-10-30,Organic,South
2033,2024-08-10,Organic,North
2034,2023-12-11,Paid Search,South
2035,2023-01-01,Organic,North
2036,2023-05-27,Social,South
2037,2023-10-14,Social,East
2038,2024-10-15,Paid Search,West
2039,2023-02-22,Paid Search,West
2040,2023-10-31,Paid Search,North
2041,2023-03-10,Referral,East
2042,2023-12-27,Organic,West
2043,2024-08-24,Organic,North
2044,2023-08-08,Paid Search,South
2045,2024-12-04,Paid Search,South
2046,2024-07-28,Organic,East
2047,2024-08-07,Social,West
2048,2023-06-10,Organic,South
2049,2024-11-11,Paid Search,North
2050,2023-03-30,Organic,South
2051,2024-11-18,Paid Search,South
2052,2024-08-07,Social,West
2053,2024-08-11,Paid Search,West
2054,2023-06-08,Organic,North
2055,2024-05-03,Paid Search,East
2056,2023-11-20,Organic,East
2057,2024-09-01,Organic,South
2058,2024-01-16,Organic,North
2059,2023-04-12,Paid Search,East
2060,2024-05-08,Paid Search,East
2061,2024-10-05,Paid Search,South
2062,2024-09-05,Organic,North
2063,2023-01-19,Paid Search,East
2064,2024-03-29,Organic,West
2065,2024-04-26,Referral,West
2066,2024-08-16,Referral,South
2067,2024-02-01,Paid Search,South
2068,2023-10-06,Organic,South
2069,2023-12-31,Paid Search,South
2070,2023-11-27,Organic,East
2071,2024-10-02,Referral,North
2072,2023-12-10,Paid Search,South
2073,2024-03-30,Paid Search,South
2074,2024-08-23,Referral,East
2075,2024-12-25,Referral,South
2076,2024-10-16,Paid Search,South
2077,2023-03-06,Organic,North
2078,2023-03-17,Paid Search,West
2079,2024-12-11,Paid Search,South
2080,2023-05-23,Social,East
2081,2024-08-27,Referral,North
2082,2024-04-17,Referral,East
2083,2024-02-21,Paid Search,North
2084,2023-11-01,Referral,North
2085,2024-05-11,Paid Search,South
2086,2023-10-18,Paid Search,South
2087,2023-04-12,Organic,South
2088,2023-09-24,Paid Search,West
2089,2024-09-13,Referral,West
2090,2023-01-03,Organic,East
2091,2023-03-26,Paid Search,South
2092,2023-11-24,Paid Search,West
2093,2024-03-25,Paid Search,South
2094,2024-03-29,Paid Search,West
2095,2024-09-20,Organic,West
2096,2023-08-09,Referral,North
2097,2023-06-03,Paid Search,South
2098,2024-10-26,Paid Search,South
2099,2023-01-12,Organic,West
2100,2023-05-13,Referral,South
2101,2023-10-31,Paid Search,West
2102,2023-10-20,Paid Search,South
2103,2023-10-27,Organic,North
2104,2023-02-12,Paid Search,South
2105,2023-12-09,Paid Search,North
2106,2023-11-22,Organic,East
2107,2024-05-12,Organic,South
2108,2023-12-30,Organic,South
2109,2024-03-02,Organic,South
2110,2023-01-21,Organic,North
2111,2024-02-11,Paid Search,South
2112,2024-09-10,Paid Search,South
2113,2023-12-02,Paid Search,West
2114,2023-04-27,Paid Search,East
2115,2023-05-04,Organic,North
2116,2024-02-03,Referral,West
2117,2024-12-15,Social,North
2118,2023-02-20,Organic,West
2119,2023-11-20,Paid Search,East
2120,2023-05-21,Paid Search,West
2121,2024-04-14,Referral,North
2122,2023-11-30,Organic,South
2123,2024-01-08,Organic,South
2124,2024-07-17,Referral,East
2125,2024-05-08,Organic,North
2126,2024-06-22,Referral,North
2127,2024-10-30,Paid Search,North
2128,2023-06-05,Organic,East
2129,2023-10-18,Referral,South
2130,2024-10-09,Paid Search,West
2131,2023-05-24,Organic,East
2132,2023-04-16,Paid Search,West
2133,2024-02-24,Social,South
2134,2024-10-31,Paid Search,East
2135,2024-10-19,Organic,South
2136,2023-01-02,Paid Search,West
2137,2024-08-11,Organic,North
2138,2024-10-05,Paid Search,North
2139,2023-03-31,Paid Search,West
2140,2023-12-11,Organic,North
2141,2023-12-16,Social,West
2142,2024-04-03,Paid Search,East
2143,2023-09-20,Paid Search,East
2144,2023-12-17,Referral,East
2145,2023-04-18,Organic,North
2146,2024-08-08,Social,South
2147,2023-02-08,Paid Search,North
2148,2023-06-08,Organic,North
2149,2024-08-05,Paid Search,South
2150,2023-11-08,Paid Search,South
2151,2023-08-29,Organic,South
2152,2024-03-20,Organic,South
2153,2023-10-25,Referral,North
2154,2023-02-05,Paid Search,West
2155,2023-03-25,Paid Search,East
2156,2024-03-27,Paid Search,West
2157,2024-01-20,Social,North
2158,2023-06-21,Paid Search,South
2159,2024-01-11,Paid Search,East
2160,2024-11-15,Paid Search,East
2161,2023-12-28,Organic,West
2162,2024-07-12,Paid Search,North
2163,2023-05-21,Social,North
2164,2023-04-28,Paid Search,North
2165,2023-10-04,Referral,East
2166,2024-12-26,Paid Search,West
2167,2023-08-08,Organic,East
2168,2023-01-26,Social,East
2169,2024-06-04,Paid Search,South
2170,2023-01-10,Social,West
2171,2024-01-13,Organic,South
2172,2024-09-24,Social,North
2173,2024-09-28,Organic,East
2174,2024-11-12,Paid Search,West
2175,2024-08-06,Paid Search,North
2176,2023-06-01,Paid Search,West
2177,2024-12-20,Paid Search,East
2178,2023-02-18,Paid Search,West
2179,2023-06-03,Paid Search,North
2180,2023-10-20,Paid Search,South
2181,2024-08-02,Referral,East
2182,2023-02-19,Paid Search,South
2183,2024-10-25,Paid Search,East
2184,2024-06-14,Organic,North
2185,2024-09-03,Paid Search,East
2186,2023-03-01,Paid Search,South
2187,2023-06-16,Paid Search,East
2188,2023-07-21,Social,North
2189,2023-05-26,Referral,East
2190,2024-11-06,Paid Search,South
2191,2024-03-14,Organic,North
2192,2023-08-30,Organic,South
2193,2024-08-03,Organic,East
2194,2024-11-17,Organic,West
2195,2024-07-14,Organic,South
2196,2024-04-27,Paid Search,East
2197,2023-04-18,Paid Search,West
2198,2023-08-14,Organic,West
2199,2024-11-03,Referral,North
2200,2024-09-22,Organic,West
2201,2024-10-22,Referral,South
2202,2024-10-23,Social,South
2203,2024-03-07,Paid Search,West
2204,2024-10-16,Organic,East
2205,2024-02-23,Organic,South
2206,2024-03-30,Social,South
2207,2023-06-09,Social,North
2208,2024-06-06,Organic,East
2209,2024-10-11,Paid Search,West
2210,2024-08-12,Referral,East
2211,2023-03-18,Paid Search,North
2212,2024-05-23,Referral,North
2213,2024-03-16,Social,East
2214,2023-09-11,Paid Search,North
2215,2023-11-16,Organic,North
2216,2023-09-20,Paid Search,North
2217,2024-08-19,Paid Search,East
2218,2024-10-19,Paid Search,North
2219,2024-07-07,Referral,West
2220,2024-01-09,Social,West
2221,2024-09-28,Social,South
2222,2023-06-16,Paid Search,West
2223,2024-04-03,Referral,South
2224,2023-10-07,Organic,East
2225,2024-11-30,Paid Search,North
2226,2023-10-29,Paid Search,West
2227,2024-06-14,Paid Search,South
2228,2024-08-02,Social,East
2229,2023-08-06,Organic,South
2230,2023-04-12,Organic,North
2231,2024-07-07,Paid Search,West
2232,2023-10-15,Organic,East
2233,2023-06-16,Paid Search,South
2234,2024-09-12,Paid Search,East
2235,2023-02-05,Organic,South
2236,2023-12-19,Paid Search,South
2237,2024-11-06,Referral,North
2238,2023-03-14,Paid Search,North
2239,2024-10-09,Organic,South
2240,2023-12-19,Paid Search,West
2241,2023-03-11,Organic,East
2242,2024-02-29,Paid Search,East
2243,2024-12-08,Paid Search,North
2244,2024-07-14,Social,West
2245,2024-10-03,Paid Search,South
2246,2024-05-31,Referral,North
2247,2024-03-03,Social,South
2248,2024-06-22,Paid Search,South
2249,2023-06-09,Paid Search,North
2250,2023-05-29,Organic,West
2251,2023-08-18,Social,East
2252,2024-12-12,Social,North
2253,2024-07-15,Organic,West
2254,2023-03-08,Referral,South
2255,2024-01-16,Paid Search,North
2256,2023-02-27,Social,East
2257,2023-09-16,Social,East
2258,2023-12-08,Paid Search,South
2259,2023-05-10,Paid Search,North
2260,2024-12-27,Paid Search,East
2261,2023-06-21,Paid Search,North
2262,2024-09-05,Referral,East
2263,2023-07-28,Paid Search,South
2264,2023-12-20,Paid Search,South
2265,2024-04-15,Paid Search,North
2266,2023-04-26,Social,West
2267,2023-09-21,Organic,West
2268,2024-10-23,Paid Search,South
2269,2024-03-17,Paid Search,East
2270,2024-07-01,Social,West
2271,2024-03-28,Referral,South
2272,2024-04-21,Paid Search,East
2273,2023-10-14,Paid Search,East
2274,2023-10-30,Paid Search,West
2275,2023-11-07,Paid Search,South
2276,2023-07-27,Organic,East
2277,2024-09-09,Social,East
2278,2024-03-21,Organic,North
2279,2024-10-31,Referral,North
2280,2024-09-24,Paid Search,West
2281,2023-02-24,Organic,North
2282,2023-01-12,Organic,South
2283,2024-10-18,Paid Search,West
2284,2024-02-04,Paid Search,West
2285,2024-10-09,Organic,North
2286,2024-05-29,Paid Search,East
2287,2024-10-17,Paid Search,South
2288,2024-06-25,Organic,South
2289,2023-08-25,Social,South
2290,2023-10-06,Organic,West
2291,2023-12-14,Referral,South
2292,2024-09-18,Paid Search,East
2293,2023-04-14,Referral,East
2294,2024-09-21,Organic,North
2295,2024-05-31,Referral,South
2296,2023-09-05,Paid Search,West
2297,2023-12-30,Organic,North
2298,2023-11-17,Organic,East
2299,2024-09-24,Paid Search,South
2300,2023-10-13,Paid Search,East
2301,2023-05-29,Paid Search,North
2302,2023-03-25,Paid Search,East
2303,2024-02-10,Referral,South
2304,2024-03-31,Paid Search,South
2305,2023-06-10,Paid Search,North
2306,2024-04-04,Organic,South
2307,2024-07-03,Paid Search,East
2308,2024-05-14,Organic,East
2309,2024-05-23,Paid Search,West
2310,2024-10-15,Social,West
2311,2024-04-25,Referral,West
2312,2024-10-24,Referral,East
2313,2023-04-24,Paid Search,East
2314,2024-07-31,Referral,North
2315,2023-12-27,Paid Search,West
2316,2023-12-07,Paid Search,East
2317,2024-03-24,Paid Search,North
2318,2023-06-29,Organic,East
2319,2024-12-02,Organic,North
2320,2024-02-11,Organic,West
2321,2024-10-27,Paid Search,West
2322,2023-07-15,Paid Search,West
2323,2024-04-10,Organic,East
2324,2023-11-07,Paid Search,East
2325,2023-09-19,Organic,North
2326,2024-02-23,Paid Search,South
2327,2024-02-10,Referral,South
2328,2023-05-23,Organic,West
2329,2023-12-08,Paid Search,South
2330,2023-11-12,Paid Search,West
2331,2023-04-11,Organic,North
2332,2023-09-01,Referral,South
2333,2024-05-04,Paid Search,South
2334,2023-01-12,Paid Search,West
2335,2023-08-27,Referral,North
2336,2024-07-14,Organic,South
2337,2023-02-11,Paid Search,South
2338,2024-11-08,Organic,South
2339,2024-08-16,Paid Search,North
2340,2024-03-04,Organic,North
2341,2023-06-07,Paid Search,South
2342,2023-08-04,Social,West
2343,2024-10-31,Organic,West
2344,2024-04-06,Organic,South
2345,2023-05-14,Organic,North
2346,2023-03-08,Social,South
2347,2023-01-07,Referral,North
2348,2024-06-09,Organic,South
2349,2023-03-14,Organic,North
2350,2024-02-03,Organic,East
2351,2024-02-09,Organic,West
2352,2024-11-05,Paid Search,East
2353,2024-07-31,Organic,West
2354,2023-05-10,Paid Search,North
2355,2024-04-10,Social,East
2356,2023-07-25,Paid Search,West
2357,2023-09-23,Social,South
2358,2024-06-20,Organic,North
2359,2023-09-10,Organic,North
2360,2023-10-16,Organic,South
2361,2023-06-13,Paid Search,South
2362,2023-04-05,Paid Search,West
2363,2023-04-20,Paid Search,North
2364,2023-12-02,Organic,West
2365,2023-08-26,Paid Search,South
2366,2024-01-16,Referral,North
2367,2024-03-11,Paid Search,South
2368,2024-04-27,Paid Search,West
2369,2023-01-25,Paid Search,West
2370,2024-10-14,Social,West
2371,2023-04-27,Organic,North
2372,2024-04-26,Paid Search,South
2373,2024-01-27,Organic,South
2374,2024-06-20,Paid Search,West
2375,2023-03-20,Social,West
2376,2024-08-02,Organic,West
2377,2023-06-22,Paid Search,West
2378,2023-01-12,Organic,East
2379,2023-05-08,Paid Search,East
2380,2024-08-30,Social,East
2381,2023-04-02,Paid Search,West
2382,2024-10-14,Organic,West
2383,2024-06-26,Paid Search,South
2384,2024-06-15,Organic,North
2385,2024-10-19,Referral,South
2386,2024-03-22,Organic,East
2387,2024-01-25,Organic,South
2388,2024-11-02,Referral,West
2389,2023-02-12,Paid Search,East
2390,2023-09-11,Paid Search,East
2391,2023-05-10,Paid Search,North
2392,2023-03-01,Social,North
2393,2024-10-24,Paid Search,East
2394,2024-04-11,Organic,East
2395,2023-10-14,Organic,South
2396,2024-05-31,Paid Search,East
2397,2024-04-11,Paid Search,West
2398,2023-12-11,Paid Search,South
2399,2024-10-03,Paid Search,West
2400,2024-01-17,Paid Search,West
2401,2024-11-20,Paid Search,West
2402,2023-09-10,Referral,East
2403,2023-02-25,Social,North
2404,2024-04-07,Paid Search,North
2405,2024-04-01,Paid Search,West
2406,2023-03-24,Paid Search,East
2407,2023-04-09,Organic,South
2408,2023-05-29,Referral,West
2409,2023-11-25,Paid Search,South
2410,2023-06-05,Paid Search,South
2411,2023-07-09,Referral,East
2412,2024-05-08,Organic,East
2413,2023-09-20,Paid Search,North
2414,2023-03-21,Organic,North
2415,2024-02-04,Paid Search,East
2416,2024-08-31,Paid Search,West
2417,2023-09-17,Referral,North
2418,2024-09-06,Referral,South
2419,2024-07-05,Paid Search,West
2420,2023-04-11,Social,South
2421,2023-12-25,Paid Search,East
2422,2024-01-15,Referral,South
2423,2023-08-09,Organic,West
2424,2024-02-24,Referral,East
2425,2023-05-04,Social,West
2426,2024-02-26,Paid Search,South
2427,2023-08-19,Social,West
2428,2024-11-20,Referral,East
2429,2023-03-04,Referral,South
2430,2024-04-29,Paid Search,South
2431,2024-09-19,Referral,North
2432,2024-12-03,Referral,North
2433,2024-07-27,Paid Search,West
2434,2024-04-27,Social,North
2435,2024-06-02,Paid Search,North
2436,2023-06-04,Paid Search,North
2437,2023-04-02,Organic,North
2438,2024-06-09,Organic,East
2439,2024-03-30,Organic,East
2440,2024-08-20,Paid Search,North
2441,2024-10-06,Social,West
2442,2024-05-24,Paid Search,East
2443,2023-07-02,Paid Search,North
2444,2024-01-21,Paid Search,East
2445,2024-07-27,Organic,South
2446,2024-12-31,Social,East
2447,2024-02-09,Organic,East
2448,2023-09-03,Referral,West
2449,2024-08-13,Paid Search,East
2450,2024-10-22,Organic,West
2451,2024-10-11,Organic,South
2452,2024-04-15,Organic,North
2453,2024-02-27,Paid Search,West
2454,2023-03-06,Organic,East
2455,2023-01-13,Organic,East
2456,2023-08-01,Referral,West
2457,2023-08-30,Organic,South
2458,2024-05-07,Paid Search,North
2459,2023-08-01,Organic,East
2460,2024-11-23,Paid Search,South
2461,2023-12-04,Referral,North
2462,2023-06-22,Organic,North
2463,2024-11-02,Paid Search,East
2464,2023-06-13,Social,West
2465,2024-04-09,Organic,East
2466,2024-05-11,Paid Search,East
2467,2024-11-30,Organic,East
2468,2024-01-30,Paid Search,South
2469,2024-12-03,Referral,West
2470,2023-11-04,Referral,South
2471,2023-07-02,Social,East
2472,2024-09-20,Organic,West
2473,2024-05-24,Organic,North
2474,2024-12-08,Referral,West
2475,2024-06-29,Paid Search,East
2476,2024-07-17,Organic,West
2477,2024-09-15,Organic,North
2478,2024-08-16,Paid Search,North
2479,2023-08-15,Paid Search,West
2480,2024-03-11,Referral,North
2481,2024-02-26,Referral,South
2482,2024-07-07,Paid Search,West
2483,2023-01-21,Paid Search,North
2484,2024-07-07,Paid Search,North
2485,2024-02-01,Referral,West
2486,2024-09-16,Paid Search,South
2487,2023-04-15,Organic,West
2488,2023-07-11,Paid Search,North
2489,2023-01-17,Organic,West
2490,2023-04-30,Paid Search,North
2491,2024-01-28,Referral,East
2492,2024-02-29,Paid Search,West
2493,2023-05-09,Organic,West
2494,2023-05-10,Paid Search,North
2495,2024-07-25,Organic,North
2496,2024-07-13,Referral,North
2497,2023-01-29,Paid Search,North
2498,2023-04-07,Referral,West
2499,2023-01-10,Organic,North
2500,2023-08-30,Paid Search,West
2501,2023-08-20,Paid Search,South
2502,2023-10-11,Paid Search,West
2503,2024-12-15,Organic,North
2504,2024-12-26,Referral,North
2505,2023-07-19,Paid Search,South
2506,2023-03-20,Organic,West
2507,2023-06-22,Referral,South
2508,2024-04-11,Social,West
2509,2024-08-03,Organic,North
2510,2024-02-20,Social,West
2511,2024-03-24,Organic,North
2512,2023-03-28,Paid Search,North
2513,2023-04-11,Referral,East
2514,2023-01-08,Organic,East
2515,2023-07-19,Organic,West
2516,2024-05-19,Organic,North
2517,2023-03-28,Referral,South
2518,2023-02-12,Referral,North
2519,2024-01-20,Paid Search,South
2520,2024-09-12,Paid Search,West
2521,2024-03-10,Organic,West
2522,2024-02-12,Organic,South
2523,2024-04-27,Paid Search,South
2524,2024-10-25,Referral,North
2525,2023-01-17,Organic,West
2526,2024-10-06,Paid Search,North
2527,2023-05-28,Paid Search,South
2528,2023-10-04,Paid Search,East
2529,2023-08-20,Social,East
2530,2024-01-01,Paid Search,East
2531,2023-08-16,Paid Search,South
2532,2024-10-12,Organic,North
2533,2024-03-11,Paid Search,West
2534,2024-02-03,Paid Search,South
2535,2023-07-30,Paid Search,East
2536,2024-01-26,Organic,North
2537,2024-05-13,Organic,West
2538,2024-06-23,Paid Search,West
2539,2024-07-16,Paid Search,South
2540,2024-05-05,Social,South
2541,2024-03-17,Paid Search,West
2542,2023-09-18,Paid Search,West
2543,2023-12-16,Paid Search,East
2544,2023-12-18,Organic,West
2545,2024-06-03,Referral,South
2546,2023-11-16,Paid Search,North
2547,2023-05-18,Organic,East
2548,2024-07-03,Paid Search,East
