order_id,variable_cost,delivery_cost,support_cost
36630,31.51,7.61,8.98
36631,25.66,18.16,18.34
36632,72.69,16.4,10.34
36633,141.71,14.06,2.99
36634,28.25,23.97,107.37
36635,21.09,18.93,8.78
36636,27.33,13.45,4.43
36637,19.55,25.09,28.85
36638,17.91,14.1,2.65
36639,38.18,20.26,7.65
36640,21.51,12.36,16.52
36641,37.44,18.26,2.99
36642,27.49,10.72,14.2
36643,29.11,13.93,6.35
36644,44.65,13.39,11.34
36645,64.62,29.36,9.55
36646,26.36,16.48,24.78
36647,62.1,23.28,3.09
36648,13.9,16.63,3.63
36649,85.15,13.08,14.14
36650,130.27,12.54,14.01
36651,54.55,14.23,15.11
36652,17.32,19.54,2.99
36653,16.87,22.71,4.28
36654,81.9,9.12,6.06
36655,19.42,10.8,77.69
36656,58.75,19.82,15.62
36657,60.58,29.16,4.94
36658,110.66,22.88,16.01
36659,17.7,27.95,1.0
36660,22.99,16.26,13.56
36661,23.31,16.44,29.75
36662,36.35,21.84,18.25
36663,26.74,14.01,7.24
36664,19.86,15.08,10.18
36665,33.12,17.72,7.25
36666,33.22,9.53,2.6
36667,18.58,23.12,3.7
36668,18.64,15.69,39.7
36669,22.54,18.0,3.66
36670,41.43,18.71,4.29
36671,74.37,21.09,6.7
36672,20.4,15.35,1.44
36673,58.27,21.91,35.55
36674,16.89,20.1,0.23
36675,9.86,20.51,13.25
36676,18.11,12.88,69.48
36677,34.31,11.77,9.8
36678,23.21,12.12,8.28
36679,36.38,26.64,8.54
36680,95.32,18.85,21.39
36681,60.86,11.18,25.12
36682,94.13,12.78,2.31
36683,88.15,15.14,13.51
36684,28.33,19.28,18.92
36685,16.46,10.76,7.68
36686,20.15,24.54,35.52
36687,20.41,20.5,4.79
36688,54.21,17.2,21.84
36689,41.36,22.88,13.97
36690,22.39,24.91,10.01
36691,15.8,15.87,2.68
36692,48.68,13.62,7.99
36693,116.91,27.03,12.97
36694,82.75,28.4,0.4
36695,8.78,13.71,30.11
36696,67.57,6.87,29.53
36697,22.53,10.24,6.33
36698,71.81,11.93,23.73
36699,29.97,26.46,11.45
36700,13.1,13.85,11.1
36701,22.06,13.87,14.36
36702,62.89,8.93,10.3
36703,66.41,12.78,7.38
36704,105.07,8.76,13.91
36705,51.37,22.78,20.23
36706,22.06,15.87,1.89
36707,11.0,22.59,25.69
36708,42.26,24.97,20.07
36709,31.42,12.39,42.94
36710,46.24,17.33,5.03
36711,106.53,27.85,2.35
36712,56.24,12.12,4.82
36713,14.08,15.78,4.06
36714,106.27,9.03,5.07
36715,27.02,13.13,6.49
36716,57.33,19.82,13.6
36717,23.26,26.17,9.19
36718,80.78,16.59,7.67
36719,37.06,14.41,3.08
36720,14.92,27.95,21.5
36721,58.17,22.6,22.92
36722,31.79,16.38,24.66
36723,31.26,26.96,70.11
36724,26.42,21.42,9.65
36725,19.95,26.35,13.04
36726,23.17,8.24,2.37
36727,12.37,15.09,1.93
36728,24.37,11.57,4.5
36729,52.59,16.19,2.6
36730,15.82,25.97,3.22
36731,18.52,12.65,16.89
36732,37.32,18.0,20.84
36733,29.15,11.94,2.1
36734,20.1,9.64,26.9
36735,90.15,11.08,4.03
36736,28.19,22.13,8.53
36737,19.55,24.25,10.05
36738,24.88,12.52,4.79
36739,38.2,25.8,13.93
36740,30.5,10.93,11.59
36741,86.04,17.52,7.41
36742,35.51,14.56,8.08
36743,20.61,11.61,80.5
36744,83.01,21.74,4.21
36745,39.14,18.57,1.17
36746,57.12,18.29,15.04
36747,26.14,22.04,31.54
36748,17.91,18.07,4.62
36749,13.45,22.47,3.58
36750,46.74,14.98,6.67
36751,58.76,22.27,7.38
36752,24.36,25.57,4.53
36753,51.83,24.66,2.09
36754,35.22,16.59,10.05
36755,25.64,11.65,8.51
36756,33.98,12.06,10.24
36757,17.56,16.65,13.42
36758,15.61,14.97,22.1
36759,62.33,18.49,1.48
36760,88.26,25.19,11.98
36761,46.88,14.18,5.93
36762,28.53,11.63,8.99
36763,65.17,26.39,6.27
36764,36.39,18.28,16.97
36765,16.5,12.04,11.7
36766,22.0,16.49,12.99
36767,57.74,18.63,9.58
36768,29.89,19.39,7.01
36769,28.1,20.15,7.16
36770,17.48,12.93,14.94
36771,43.85,21.01,9.96
36772,45.92,19.9,12.46
36773,59.2,21.65,2.18
36774,57.67,25.16,5.89
36775,16.77,8.26,48.09
36776,20.34,21.45,9.55
36777,33.35,13.81,5.76
36778,22.54,22.94,2.75
36779,19.55,23.87,22.36
36780,91.95,30.4,3.5
36781,21.71,28.34,9.17
36782,26.43,28.82,7.83
36783,18.86,21.79,3.93
36784,31.39,7.37,6.32
36785,59.24,12.81,2.44
36786,32.23,24.14,7.14
36787,52.04,19.12,7.07
36788,15.92,24.31,8.55
36789,17.0,8.12,15.06
36790,40.09,25.36,24.9
36791,75.61,11.24,4.91
36792,21.99,17.58,13.59
36793,28.96,19.45,5.08
36794,43.31,14.34,29.69
36795,19.86,27.92,7.48
36796,23.27,15.58,7.88
36797,18.71,18.52,13.2
36798,33.64,18.11,12.34
36799,21.91,12.69,3.62
36800,42.18,12.9,2.43
36801,17.52,16.95,6.6
36802,78.45,17.04,1.82
36803,17.24,28.92,5.78
36804,34.05,16.76,3.7
36805,20.95,12.9,8.91
36806,26.71,30.07,24.84
36807,42.29,9.05,47.46
36808,25.25,17.43,2.5
36809,95.15,19.64,20.03
36810,44.55,19.31,5.48
36811,84.29,20.36,1.49
36812,36.02,12.76,1.45
36813,26.34,27.9,0.5
36814,26.99,12.32,21.69
36815,30.08,7.21,11.58
36816,23.67,24.84,22.09
36817,31.1,21.1,1.52
36818,80.08,9.15,9.63
36819,21.85,17.9,8.0
36820,17.36,11.1,14.11
36821,80.69,21.18,8.29
36822,56.84,29.64,3.18
36823,17.25,16.58,1.84
36824,33.39,21.85,6.07
36825,19.47,30.64,12.59
36826,24.91,20.09,1.86
36827,76.09,22.86,8.82
36828,40.98,14.86,22.2
36829,67.78,14.65,7.95
36830,26.31,14.24,10.32
36831,19.2,17.65,5.91
36832,52.62,16.42,44.43
36833,32.25,9.59,9.6
36834,110.52,11.81,40.94
36835,93.79,17.81,2.38
36836,22.46,16.85,9.48
36837,71.66,17.0,11.44
36838,23.13,19.28,15.63
36839,18.01,20.34,42.8
36840,27.75,24.78,22.87
36841,73.97,14.67,5.4
36842,14.89,19.44,19.24
36843,32.46,8.09,1.02
36844,27.17,18.64,12.8
36845,18.13,9.55,3.5
36846,35.91,12.15,1.62
36847,23.46,27.44,6.45
36848,30.15,18.14,3.95
36849,14.38,23.96,4.2
36850,54.83,6.32,12.95
36851,17.48,9.97,3.63
36852,35.48,24.62,9.32
36853,35.72,20.23,57.25
36854,17.54,20.24,1.91
36855,70.94,24.23,20.24
36856,43.34,24.53,6.66
36857,16.47,24.72,9.55
36858,21.23,23.71,3.3
36859,103.93,18.92,3.93
36860,99.81,10.95,5.74
36861,17.38,9.08,11.17
36862,21.94,13.42,10.47
36863,33.2,8.88,7.96
36864,36.28,20.36,3.71
36865,18.43,13.2,7.97
36866,19.96,13.03,5.29
36867,22.85,24.8,13.31
36868,16.6,9.62,21.9
36869,29.26,25.39,3.92
36870,19.57,18.24,19.16
36871,72.24,15.79,13.09
36872,119.37,6.9,1.15
36873,60.96,20.49,6.1
36874,160.17,24.56,8.06
36875,40.92,12.63,7.7
36876,45.12,13.48,18.58
36877,20.31,19.67,5.64
36878,33.85,19.81,3.89
36879,109.53,15.18,7.85
36880,30.75,18.79,8.68
36881,37.27,9.9,6.03
36882,44.59,24.94,1.96
36883,33.21,14.89,23.71
36884,16.58,16.79,6.04
36885,21.7,24.27,1.73
36886,58.74,29.77,4.42
36887,15.35,21.08,7.74
36888,23.24,14.74,17.56
36889,28.4,24.56,34.63
36890,73.92,12.51,22.52
36891,18.07,20.7,28.47
36892,44.83,26.76,13.31
36893,30.18,26.58,12.36
36894,28.09,21.81,9.69
36895,54.67,9.21,3.87
36896,22.16,18.63,11.79
36897,24.89,19.92,12.81
36898,19.8,24.4,0.89
36899,16.76,20.94,11.69
36900,29.17,23.17,8.08
36901,28.05,12.22,4.11
36902,23.3,16.27,3.38
36903,78.15,15.17,6.66
36904,20.27,17.12,1.46
36905,55.7,13.65,3.96
36906,22.75,22.93,32.76
36907,26.8,13.28,13.2
36908,47.22,10.62,8.38
36909,59.71,21.96,3.68
36910,67.36,20.29,15.86
36911,23.71,20.03,213.27
36912,53.54,20.86,16.01
36913,98.28,9.26,14.03
36914,112.46,25.86,24.72
36915,33.79,26.11,6.46
36916,57.24,13.91,0.6
36917,46.57,12.97,15.87
36918,27.63,14.26,6.51
36919,47.1,17.53,11.72
36920,14.8,25.47,83.87
36921,21.14,17.6,22.98
36922,56.51,21.68,2.92
36923,56.91,16.2,4.57
36924,78.84,10.04,3.82
36925,22.63,9.43,5.98
36926,31.66,26.36,27.26
36927,38.77,11.99,0.83
36928,62.31,10.39,3.87
36929,101.86,16.95,24.8
36930,37.44,26.66,0.97
36931,102.0,24.4,4.78
36932,43.86,25.63,18.69
36933,23.57,20.04,5.72
36934,34.17,18.98,0.96
36935,61.79,18.76,5.01
36936,19.73,28.41,2.23
36937,24.66,21.3,12.27
36938,31.68,12.57,16.51
36939,25.03,9.7,6.15
36940,44.83,10.4,6.64
36941,24.59,16.73,17.35
36942,14.58,17.37,30.7
36943,66.69,19.73,3.54
36944,25.76,15.04,4.88
36945,22.16,22.02,2.07
36946,51.87,15.55,3.14
36947,30.89,16.08,11.86
36948,59.84,14.91,3.04
36949,24.87,27.67,14.45
36950,22.31,12.27,8.23
36951,44.67,16.19,13.59
36952,98.69,11.38,11.35
36953,58.91,28.83,5.57
36954,11.79,19.19,18.06
36955,34.76,18.39,4.43
36956,119.4,14.89,7.78
36957,18.17,15.86,16.64
36958,36.19,28.43,14.63
36959,34.33,14.06,5.26
36960,45.74,22.27,2.06
36961,30.49,12.25,10.23
36962,24.25,24.35,3.97
36963,38.73,18.28,5.02
36964,26.28,25.03,24.31
36965,35.31,18.37,12.07
36966,53.43,23.76,23.51
36967,23.84,12.54,9.62
36968,38.21,20.62,33.45
36969,14.83,8.93,2.58
36970,43.31,17.83,9.96
36971,21.4,17.43,5.08
36972,46.87,18.39,1.93
36973,38.74,21.68,18.02
36974,21.03,23.33,42.09
36975,25.28,13.53,2.54
36976,15.67,19.58,14.58
36977,20.92,16.73,6.93
36978,20.52,19.44,12.46
36979,20.76,14.41,11.69
36980,45.33,18.75,35.81
36981,27.54,19.29,2.16
36982,39.65,21.94,23.9
36983,58.5,19.6,13.47
36984,23.25,23.19,13.11
36985,11.82,24.03,2.37
36986,19.62,14.29,1.96
36987,33.01,12.96,12.4
36988,58.0,19.63,105.54
36989,22.46,11.99,3.75
36990,68.77,11.42,11.79
36991,81.25,13.66,2.06
36992,23.94,28.0,5.31
36993,21.84,27.31,1.66
36994,124.12,9.35,24.54
36995,36.71,23.58,1.05
36996,43.49,17.81,8.42
36997,44.39,20.58,6.59
36998,53.52,8.76,8.14
36999,42.58,25.06,20.59
37000,26.74,19.11,6.33
37001,33.26,17.45,1.28
37002,59.61,19.27,28.22
37003,13.09,14.66,4.27
37004,37.58,13.44,5.71
37005,41.93,17.45,15.92
37006,13.82,16.18,5.35
37007,98.56,15.37,3.41
37008,31.86,30.58,5.95
37009,20.43,15.89,2.21
37010,25.89,22.39,14.23
37011,57.52,10.0,2.01
37012,51.65,24.27,2.48
37013,76.06,31.24,3.63
37014,48.38,13.19,6.41
37015,19.15,8.65,3.88
37016,24.44,10.89,4.87
37017,12.22,14.9,24.83
37018,13.74,18.83,11.22
37019,26.57,20.72,6.66
37020,44.77,22.36,26.91
37021,89.35,12.82,21.79
37022,26.64,16.01,5.04
37023,21.78,26.37,4.37
37024,45.34,6.55,24.54
37025,29.77,19.41,9.1
37026,20.9,10.25,5.27
37027,23.66,13.19,1.75
37028,24.43,24.12,16.24
37029,20.38,15.81,1.35
37030,20.48,10.33,48.26
37031,80.28,16.94,4.49
37032,39.74,12.44,2.38
37033,25.65,17.99,5.94
37034,37.74,9.35,7.65
37035,59.32,23.5,0.84
37036,15.4,18.22,6.74
37037,18.77,29.09,2.08
37038,45.13,20.23,6.04
37039,39.11,20.62,10.11
37040,23.37,14.98,4.87
37041,26.97,16.78,4.52
37042,45.89,18.14,6.73
37043,23.09,27.11,4.74
37044,27.25,19.6,5.62
37045,17.62,15.71,6.66
37046,12.64,23.23,9.26
37047,25.14,11.95,18.72
37048,36.72,16.69,25.05
37049,45.98,20.87,6.48
37050,39.62,19.8,8.38
37051,20.72,10.41,8.42
37052,31.72,9.58,12.63
37053,17.37,11.88,5.38
37054,28.77,6.33,5.08
37055,33.17,9.3,5.15
37056,23.85,16.74,5.67
37057,23.23,15.98,25.39
37058,23.86,9.25,1.77
37059,20.12,11.83,11.54
37060,102.54,16.63,3.32
37061,28.56,11.37,23.08
37062,53.44,18.69,12.28
37063,29.43,6.91,3.18
37064,55.07,31.04,12.21
37065,19.48,28.3,8.44
37066,96.21,11.88,2.29
37067,26.0,19.79,7.46
37068,23.71,12.39,22.92
37069,88.69,28.75,8.14
37070,17.52,13.16,8.14
37071,12.92,13.67,3.23
37072,40.94,13.81,1.67
37073,11.57,19.9,2.25
37074,27.75,22.7,11.29
37075,20.73,6.85,9.95
37076,31.28,12.82,10.51
37077,36.23,17.7,24.12
37078,34.44,23.53,9.85
37079,62.79,11.01,4.07
37080,47.21,18.83,7.48
37081,40.04,18.22,5.03
37082,16.17,18.25,4.48
37083,26.97,9.67,17.12
37084,22.84,16.15,8.28
37085,81.28,25.52,3.81
37086,37.09,12.5,40.57
37087,22.86,18.3,15.55
37088,34.1,29.42,31.58
37089,22.8,14.47,6.61
37090,20.24,8.35,3.53
37091,30.78,18.09,1.86
37092,16.17,9.12,4.54
37093,67.76,17.88,24.0
37094,24.86,9.74,25.03
37095,16.09,22.71,4.73
37096,41.79,19.17,4.53
37097,22.0,10.6,2.68
37098,99.84,15.07,26.49
37099,69.21,13.47,3.31
37100,75.79,23.08,2.5
37101,20.37,22.93,8.19
37102,18.11,16.19,1.46
37103,13.84,21.2,4.96
37104,47.18,14.47,4.89
37105,71.4,19.34,24.01
37106,29.64,18.09,35.98
37107,26.48,22.43,7.2
37108,26.96,16.36,11.91
37109,27.76,21.21,27.13
37110,35.76,14.53,10.02
37111,30.8,11.99,1.79
37112,18.91,12.31,10.33
37113,21.11,10.98,13.48
37114,25.59,21.49,13.87
37115,18.26,21.27,12.81
37116,88.17,18.27,10.59
37117,75.83,21.56,7.18
37118,38.06,23.16,5.52
37119,59.97,14.82,21.79
37120,31.44,13.17,5.01
37121,38.16,26.84,97.96
37122,24.05,10.72,2.23
37123,24.26,10.21,29.03
37124,16.73,13.44,3.93
37125,40.22,11.68,18.5
37126,53.6,27.4,2.74
37127,43.13,28.04,42.38
37128,21.7,19.34,8.48
37129,33.76,18.88,8.15
37130,31.0,20.74,2.97
37131,17.56,12.08,11.51
37132,43.12,20.49,1.55
37133,33.12,19.11,10.92
37134,49.57,8.9,82.27
37135,18.22,10.26,132.61
37136,40.63,15.09,6.63
37137,31.69,10.75,59.61
37138,18.29,6.49,8.81
37139,82.82,18.88,1.21
37140,14.83,21.43,6.76
37141,115.19,15.27,5.47
37142,19.11,12.54,3.26
37143,61.91,16.76,12.55
37144,26.76,13.97,9.21
37145,49.07,10.83,3.15
37146,48.45,14.5,0.6
37147,70.7,12.78,5.63
37148,25.25,16.25,18.06
37149,48.97,20.28,9.22
37150,24.7,20.86,14.62
37151,85.13,20.91,4.1
37152,84.24,20.82,3.51
37153,25.17,13.17,1.54
37154,20.75,20.72,6.12
37155,80.3,15.14,4.72
37156,24.2,17.5,2.73
37157,98.45,23.61,1.52
37158,51.2,14.1,3.33
37159,108.76,26.99,3.61
37160,73.2,21.43,220.29
37161,88.17,24.77,6.08
37162,23.84,19.25,22.69
37163,23.87,13.75,49.79
37164,27.53,12.94,13.75
37165,48.42,17.76,2.0
37166,28.07,12.08,11.77
37167,44.67,28.99,15.19
37168,52.25,11.33,4.14
37169,29.86,17.86,21.17
37170,34.91,18.77,11.16
37171,41.02,7.25,2.97
37172,43.16,16.47,19.71
37173,9.98,19.12,5.2
37174,12.22,7.66,15.41
37175,19.27,20.07,13.09
37176,18.08,12.42,3.62
37177,45.01,12.66,3.3
37178,38.96,12.98,13.93
37179,24.01,17.2,21.23
37180,60.28,25.72,4.21
37181,56.43,9.78,9.46
37182,50.14,11.57,1.97
37183,112.79,12.07,14.06
37184,65.17,19.84,32.96
37185,24.28,17.54,3.05
37186,12.37,26.69,11.93
37187,45.84,12.19,13.39
37188,106.24,17.33,2.75
37189,48.72,15.11,36.6
37190,45.7,26.53,6.19
37191,21.44,18.61,3.63
37192,43.67,21.61,36.93
37193,35.28,18.74,2.21
37194,18.75,15.57,7.09
37195,24.2,16.12,8.11
37196,53.28,10.91,2.87
37197,36.7,18.87,4.43
37198,18.6,10.6,1.07
37199,84.76,22.37,7.0
37200,28.57,25.5,2.4
37201,45.17,13.06,9.31
37202,44.07,10.44,123.51
37203,112.2,12.67,12.12
37204,48.59,9.46,4.17
37205,74.96,14.22,4.13
37206,54.97,14.98,22.62
37207,51.1,19.05,1.6
37208,17.51,8.59,7.17
37209,17.95,22.33,22.5
37210,21.71,15.86,13.38
37211,12.28,7.69,18.61
37212,26.83,16.35,4.95
37213,16.74,17.32,7.59
37214,20.61,26.35,1.51
37215,32.55,10.51,9.69
37216,66.96,10.58,4.94
37217,11.37,12.79,111.33
37218,17.32,9.88,19.02
37219,104.28,16.92,11.18
37220,114.5,19.68,3.12
37221,34.89,17.31,16.24
37222,25.63,16.22,3.99
37223,18.65,13.68,2.85
37224,15.1,11.6,17.56
37225,27.22,11.19,5.45
37226,33.64,18.27,7.91
37227,32.05,26.93,3.77
37228,22.62,20.65,4.87
37229,39.52,8.93,1.2
37230,19.13,8.76,1.89
37231,97.09,15.99,4.88
37232,73.52,22.09,5.76
37233,74.01,10.31,20.47
37234,25.34,14.65,5.16
37235,16.29,11.38,227.58
37236,42.37,15.11,6.34
37237,24.24,11.97,5.7
37238,93.04,7.48,8.36
37239,15.56,10.2,8.4
37240,18.91,12.44,30.07
37241,20.75,19.67,0.64
37242,28.55,10.01,2.35
37243,27.34,11.54,2.62
37244,100.96,12.06,9.56
37245,19.15,10.24,13.09
37246,74.87,29.83,6.48
37247,25.34,11.14,1.49
37248,29.95,16.98,5.66
37249,39.28,20.06,5.94
37250,13.14,16.37,4.05
37251,45.08,24.89,2.2
37252,74.41,16.95,7.34
37253,23.61,6.74,4.68
37254,12.71,11.37,9.02
37255,34.54,16.92,9.56
37256,47.55,12.64,2.99
37257,65.51,21.36,19.25
37258,60.27,18.23,38.08
37259,24.45,18.37,10.4
37260,16.64,16.48,5.26
37261,26.34,9.45,4.33
37262,75.19,6.59,1.93
37263,17.81,26.01,2.21
37264,54.95,12.28,4.14
37265,85.95,11.29,22.08
37266,29.09,8.98,71.22
37267,15.19,19.48,1.26
37268,11.62,18.48,4.59
37269,23.38,15.09,12.24
37270,31.77,12.85,1.2
37271,38.63,16.55,4.47
37272,30.74,12.59,6.05
37273,15.48,8.8,5.42
37274,57.38,11.68,18.46
37275,30.58,11.76,48.69
37276,19.09,12.32,10.15
37277,22.96,22.87,5.47
37278,17.53,18.41,3.56
37279,83.02,14.04,23.48
37280,29.2,15.08,10.02
37281,117.0,12.11,12.76
37282,18.79,25.74,3.23
37283,68.27,15.77,5.26
37284,15.65,9.66,1.25
37285,28.3,22.17,4.56
37286,23.09,15.37,26.23
37287,51.77,10.25,5.06
37288,14.93,27.14,11.86
37289,15.43,19.11,3.63
37290,47.33,20.26,3.44
37291,63.61,16.3,12.76
37292,50.61,28.04,6.23
37293,22.88,13.55,19.53
37294,17.51,21.85,11.61
37295,69.17,11.92,70.49
37296,57.04,15.79,1.84
37297,52.64,13.44,113.53
37298,21.26,8.4,35.48
37299,71.74,17.74,12.22
37300,80.19,18.67,27.64
37301,70.58,20.33,0.9
37302,17.89,9.09,12.21
37303,51.8,26.23,41.84
37304,25.46,14.02,17.88
37305,99.92,16.68,27.04
37306,24.68,20.66,6.49
37307,28.67,18.47,19.74
37308,19.9,16.77,19.38
37309,14.71,23.25,6.68
37310,28.61,15.31,38.68
37311,10.63,29.09,4.09
37312,21.23,12.92,7.82
37313,14.55,11.92,4.31
37314,25.3,7.46,7.0
37315,12.89,25.27,71.82
37316,28.35,27.21,5.96
37317,31.11,12.0,13.01
37318,84.95,20.22,11.18
37319,20.19,18.15,37.71
37320,47.32,29.38,3.0
37321,33.26,10.93,7.95
37322,105.04,9.25,2.66
37323,19.46,22.62,7.45
37324,28.26,12.04,6.46
37325,12.12,17.6,42.8
37326,34.86,17.32,1.49
37327,121.49,13.5,3.07
37328,19.42,15.78,11.69
37329,26.9,30.12,17.2
37330,15.87,11.64,8.68
37331,15.13,25.41,10.51
37332,27.76,13.68,4.48
37333,23.76,21.47,14.35
37334,24.4,12.02,14.26
37335,13.14,22.02,23.02
37336,86.01,13.48,11.1
37337,57.41,7.75,12.02
37338,24.2,20.71,13.26
37339,34.89,13.15,9.46
37340,31.32,16.61,7.47
37341,19.87,13.49,17.35
37342,23.15,16.2,3.28
37343,23.5,22.81,1.06
37344,65.71,15.84,4.73
37345,25.9,24.15,3.85
37346,28.66,27.84,0.93
37347,23.6,22.55,10.77
37348,24.22,19.52,7.64
37349,31.31,30.96,21.1
37350,23.79,11.74,24.21
37351,16.03,13.91,11.66
37352,22.86,19.61,3.02
37353,16.11,10.23,12.41
37354,41.77,21.62,20.49
37355,17.14,17.0,5.76
37356,29.38,9.76,13.06
37357,17.11,7.87,6.95
37358,36.66,7.6,24.38
37359,80.91,24.62,2.89
37360,31.72,12.43,23.86
37361,20.5,8.97,2.39
37362,17.92,24.95,25.08
37363,29.64,17.51,3.81
37364,62.33,18.64,27.59
37365,48.06,18.36,6.23
37366,82.07,8.8,5.9
37367,45.51,14.16,16.31
37368,29.68,12.68,20.11
37369,24.87,25.47,19.87
37370,25.33,21.4,58.4
37371,18.4,30.61,10.27
37372,53.31,19.33,14.97
37373,22.15,10.16,18.7
37374,37.69,16.99,8.34
37375,25.66,25.2,3.6
37376,15.55,28.37,15.8
37377,39.51,17.95,1.8
37378,22.65,17.54,2.24
37379,23.67,17.53,15.88
37380,47.87,28.59,11.36
37381,40.6,24.65,9.04
37382,47.01,12.88,39.46
37383,23.36,15.82,34.56
37384,14.02,14.12,10.11
37385,39.28,7.93,3.4
37386,20.01,24.0,5.18
37387,24.47,19.25,21.48
37388,27.09,7.51,3.91
37389,64.1,22.63,10.29
37390,16.42,11.41,2.37
37391,50.41,11.7,8.01
37392,26.27,18.32,3.03
37393,33.99,18.0,26.91
37394,19.37,30.06,3.56
37395,14.61,25.5,6.97
37396,81.62,19.59,6.54
37397,16.45,15.2,7.73
37398,20.96,13.96,16.16
37399,85.62,20.0,5.69
37400,17.87,13.06,4.21
37401,29.44,15.05,38.18
37402,80.43,11.08,1.81
37403,25.7,16.9,37.13
37404,10.24,11.77,2.45
37405,19.61,16.77,12.93
37406,60.64,21.45,12.48
37407,36.15,24.69,14.65
37408,39.12,16.71,14.29
37409,95.34,15.21,15.42
37410,26.98,16.39,7.27
37411,36.61,17.02,44.28
37412,69.11,25.74,1.66
37413,24.1,13.13,24.74
37414,24.02,11.98,18.02
37415,17.41,22.01,14.67
37416,22.36,18.02,38.64
37417,115.76,8.95,20.63
37418,35.58,12.73,2.48
37419,22.99,10.39,6.34
37420,29.85,24.7,1.52
37421,32.52,15.68,1.51
37422,23.91,14.47,9.99
37423,27.16,11.27,7.64
37424,83.32,9.87,4.43
37425,33.86,13.21,6.99
37426,56.51,21.07,17.01
37427,147.21,19.17,67.68
37428,31.73,13.95,6.41
37429,46.81,14.15,2.91
37430,114.38,11.89,13.17
37431,27.04,13.37,4.26
37432,85.97,7.52,6.28
37433,75.83,24.58,13.23
37434,97.78,23.34,6.51
37435,28.56,10.94,3.86
37436,27.06,16.84,13.17
37437,87.57,23.52,6.48
37438,51.58,20.2,14.32
37439,18.91,21.25,8.3
37440,58.47,17.02,14.28
37441,26.1,21.0,2.75
37442,97.15,15.95,14.89
37443,51.39,10.19,2.5
37444,26.57,11.97,5.29
37445,19.04,15.8,5.06
37446,73.89,7.38,108.93
37447,18.53,10.91,1.97
37448,77.98,8.4,8.8
37449,18.78,19.64,3.57
37450,26.06,9.07,9.07
37451,29.75,10.85,21.86
37452,32.19,11.54,5.34
37453,23.31,19.23,0.78
37454,27.41,9.45,9.03
37455,23.56,14.85,3.89
37456,25.98,26.88,9.65
37457,19.56,20.4,56.72
37458,17.58,18.9,2.79
37459,22.65,12.73,1.21
37460,22.34,12.01,16.42
37461,53.64,12.91,30.31
37462,98.2,16.41,26.31
37463,45.02,26.78,21.95
37464,29.81,17.57,16.16
37465,19.18,16.74,2.09
37466,17.77,19.82,13.72
37467,15.19,16.53,64.71
37468,82.08,17.47,9.39
37469,94.31,23.43,5.04
37470,65.76,12.63,38.21
37471,22.41,17.22,20.56
37472,55.27,13.14,9.22
37473,42.27,9.77,11.74
37474,117.59,14.7,10.98
37475,23.65,21.7,10.87
37476,22.89,17.43,6.7
37477,16.61,15.06,22.4
37478,28.26,12.81,7.76
37479,24.77,16.34,7.18
37480,18.95,10.58,4.04
37481,18.49,27.08,2.21
37482,18.1,13.85,6.48
37483,116.1,9.99,1.83
37484,41.1,15.45,29.81
37485,64.97,20.11,6.26
37486,65.71,8.51,59.7
37487,20.58,14.08,2.12
37488,29.52,11.9,17.28
37489,14.86,15.46,2.42
37490,22.57,17.8,11.87
37491,24.25,10.16,6.19
37492,20.01,18.46,1.45
37493,141.91,11.01,4.62
37494,56.02,12.19,7.15
37495,30.16,18.04,1.1
37496,75.09,13.49,7.47
37497,23.58,13.93,5.89
37498,23.56,14.67,44.1
37499,182.82,16.6,3.32
37500,29.75,8.92,2.07
37501,22.24,17.0,0.62
37502,25.73,10.72,9.14
37503,58.74,19.25,4.35
37504,55.96,18.1,36.12
37505,21.81,29.68,12.53
37506,18.52,11.94,6.44
37507,21.53,24.82,8.47
37508,117.31,14.57,4.03
37509,71.17,9.83,4.48
37510,35.33,7.49,3.43
37511,18.37,13.54,3.15
37512,53.77,9.47,3.83
37513,21.35,13.89,2.98
37514,41.22,14.7,9.84
37515,66.16,20.56,21.54
37516,44.57,10.58,9.44
37517,87.14,10.86,19.46
37518,20.46,17.65,0.95
37519,20.55,17.89,11.14
37520,60.06,14.27,7.39
37521,18.42,19.66,4.09
37522,18.25,22.71,5.89
37523,37.5,7.18,5.64
37524,24.58,15.7,5.51
37525,79.57,19.78,2.46
37526,60.41,14.47,15.83
37527,15.35,29.45,4.61
37528,24.4,9.53,6.05
37529,70.95,9.46,1.66
37530,78.69,9.89,4.62
37531,37.72,14.72,4.78
37532,82.34,10.38,6.6
37533,54.84,11.34,1.47
37534,28.1,17.77,2.03
37535,17.03,17.34,64.01
37536,31.25,24.47,465.77
37537,26.19,26.02,7.99
37538,24.35,18.17,4.68
37539,42.96,28.16,4.2
37540,56.88,23.03,4.28
37541,34.03,6.45,165.88
37542,23.71,29.26,8.25
37543,78.08,7.57,6.81
37544,14.9,17.64,5.6
37545,16.79,11.89,155.86
37546,27.21,9.39,3.97
37547,39.07,15.09,13.74
37548,107.92,24.61,5.59
37549,76.88,9.93,7.96
37550,18.85,18.93,14.45
37551,33.89,24.8,5.9
37552,152.5,9.8,10.07
37553,24.87,18.21,7.32
37554,18.1,20.93,17.02
37555,19.27,17.86,23.54
37556,24.42,13.21,4.87
37557,34.68,10.26,2.03
37558,36.37,8.77,9.64
37559,83.3,12.94,9.98
37560,27.98,8.7,2.31
